user_id,event_date,event,plan,segment
u_10366,2024-05-01,search_fail,Basic,신규
u_10371,2024-05-01,payment,Basic,신규
u_10376,2024-05-01,login,Basic,신규
u_10380,2024-05-01,payment,Basic,신규
u_10383,2024-05-01,login,Basic,신규
u_10384,2024-05-01,payment,Basic,신규
u_10396,2024-05-01,payment,Basic,신규
u_10397,2024-05-01,search_fail,Basic,신규
u_10398,2024-05-01,payment,Free,신규
u_10398,2024-05-01,login,Free,신규
u_10401,2024-05-01,login,Pro,신규
u_10412,2024-05-01,login,Pro,이탈위험
u_10415,2024-05-01,login,Basic,신규
u_10418,2024-05-01,login,Pro,신규
u_10420,2024-05-01,payment,Basic,신규
u_10425,2024-05-01,trial_start,Free,신규
u_10434,2024-05-01,cancel,Free,이탈위험
u_10441,2024-05-01,login,Pro,신규
u_10442,2024-05-01,login,Basic,신규
u_10455,2024-05-01,signup,Free,신규
u_10456,2024-05-01,signup,Free,신규
u_10458,2024-05-01,signup,Free,신규
u_10462,2024-05-01,signup,Pro,신규
u_10466,2024-05-01,signup,Free,신규
u_10467,2024-05-01,signup,Pro,신규
u_10471,2024-05-01,trial_start,Basic,신규
u_10472,2024-05-01,trial_start,Pro,신규
u_10473,2024-05-01,signup,Basic,신규
u_10478,2024-05-01,signup,Free,신규
u_10481,2024-05-01,signup,Basic,신규
u_10485,2024-05-01,signup,Free,신규
u_10489,2024-05-01,trial_start,Free,신규
u_10490,2024-05-01,signup,Free,신규
u_10492,2024-05-01,signup,Pro,신규
u_10502,2024-05-01,signup,Pro,신규
u_10504,2024-05-01,signup,Free,신규
u_10506,2024-05-01,signup,Free,신규
u_10508,2024-05-01,signup,Pro,신규
u_10509,2024-05-01,signup,Free,신규
u_10513,2024-05-01,signup,Basic,신규
u_10518,2024-05-01,signup,Basic,신규
u_10522,2024-05-01,trial_start,Pro,신규
u_10525,2024-05-01,signup,Free,신규
u_10533,2024-05-01,signup,Free,신규
u_10534,2024-05-01,signup,Basic,신규
u_10535,2024-05-01,signup,Basic,신규
u_10543,2024-05-01,signup,Free,신규
u_10545,2024-05-01,signup,Free,신규
u_10550,2024-05-01,signup,Basic,신규
u_10551,2024-05-01,signup,Pro,신규
u_10555,2024-05-01,trial_start,Pro,신규
u_10557,2024-05-01,signup,Basic,신규
u_10561,2024-05-01,signup,Pro,신규
u_10002,2024-05-02,login,Basic,기존
u_10024,2024-05-02,login,Pro,기존
u_10027,2024-05-02,cancel,Basic,이탈위험
u_10034,2024-05-02,login,Basic,기존
u_10049,2024-05-02,login,Basic,기존
u_10051,2024-05-02,login,Pro,기존
u_10070,2024-05-02,login,Basic,기존
u_10081,2024-05-02,login,Pro,기존
u_10090,2024-05-02,login,Free,기존
u_10091,2024-05-02,login,Free,기존
u_10100,2024-05-02,login,Basic,기존
u_10101,2024-05-02,login,Pro,기존
u_10103,2024-05-02,login,Free,기존
u_10117,2024-05-02,cancel,Free,이탈위험
u_10122,2024-05-02,login,Free,기존
u_10123,2024-05-02,cancel,Free,이탈위험
u_10132,2024-05-02,cancel,Basic,이탈위험
u_10153,2024-05-02,login,Pro,기존
u_10168,2024-05-02,login,Pro,기존
u_10170,2024-05-02,login,Free,기존
u_10172,2024-05-02,cancel,Basic,이탈위험
u_10175,2024-05-02,cancel,Basic,이탈위험
u_10177,2024-05-02,cancel,Pro,이탈위험
u_10201,2024-05-02,login,Free,기존
u_10212,2024-05-02,login,Basic,이탈위험
u_10216,2024-05-02,cancel,Basic,이탈위험
u_10224,2024-05-02,login,Basic,기존
u_10233,2024-05-02,login,Basic,이탈위험
u_10235,2024-05-02,login,Basic,이탈위험
u_10237,2024-05-02,login,Basic,기존
u_10240,2024-05-02,login,Basic,기존
u_10241,2024-05-02,payment,Pro,신규
u_10243,2024-05-02,login,Basic,이탈위험
u_10245,2024-05-02,login,Free,기존
u_10252,2024-05-02,login,Free,기존
u_10254,2024-05-02,login,Free,기존
u_10259,2024-05-02,search_fail,Free,기존
u_10264,2024-05-02,login,Pro,기존
u_10279,2024-05-02,cancel,Basic,이탈위험
u_10280,2024-05-02,login,Free,이탈위험
u_10284,2024-05-02,login,Free,이탈위험
u_10286,2024-05-02,login,Basic,기존
u_10298,2024-05-02,login,Free,기존
u_10303,2024-05-02,search_fail,Basic,이탈위험
u_10304,2024-05-02,login,Free,기존
u_10317,2024-05-02,login,Pro,기존
u_10319,2024-05-02,cancel,Free,이탈위험
u_10350,2024-05-02,login,Basic,신규
u_10353,2024-05-02,payment,Basic,신규
u_10353,2024-05-02,login,Basic,신규
u_10356,2024-05-02,login,Basic,신규
u_10356,2024-05-02,search_fail,Basic,신규
u_10359,2024-05-02,payment,Pro,신규
u_10360,2024-05-02,login,Basic,이탈위험
u_10366,2024-05-02,login,Basic,신규
u_10382,2024-05-02,search_fail,Basic,신규
u_10389,2024-05-02,login,Basic,신규
u_10390,2024-05-02,login,Basic,신규
u_10399,2024-05-02,payment,Free,신규
u_10399,2024-05-02,login,Free,신규
u_10408,2024-05-02,login,Basic,신규
u_10410,2024-05-02,payment,Free,신규
u_10431,2024-05-02,login,Pro,신규
u_10435,2024-05-02,login,Free,신규
u_10444,2024-05-02,signup,Free,신규
u_10445,2024-05-02,trial_start,Basic,신규
u_10459,2024-05-02,signup,Free,신규
u_10465,2024-05-02,signup,Basic,신규
u_10466,2024-05-02,trial_start,Free,신규
u_10468,2024-05-02,signup,Basic,신규
u_10469,2024-05-02,signup,Free,신규
u_10473,2024-05-02,trial_start,Basic,신규
u_10477,2024-05-02,signup,Free,신규
u_10483,2024-05-02,signup,Basic,신규
u_10486,2024-05-02,signup,Basic,신규
u_10496,2024-05-02,signup,Basic,신규
u_10500,2024-05-02,signup,Free,신규
u_10503,2024-05-02,signup,Basic,신규
u_10505,2024-05-02,trial_start,Free,신규
u_10509,2024-05-02,trial_start,Free,신규
u_10512,2024-05-02,signup,Free,신규
u_10521,2024-05-02,signup,Basic,신규
u_10524,2024-05-02,trial_start,Pro,신규
u_10528,2024-05-02,signup,Basic,신규
u_10529,2024-05-02,trial_start,Free,신규
u_10536,2024-05-02,signup,Basic,신규
u_10550,2024-05-02,trial_start,Basic,신규
u_10553,2024-05-02,signup,Pro,신규
u_10559,2024-05-02,signup,Free,신규
u_10013,2024-05-03,login,Free,기존
u_10032,2024-05-03,cancel,Free,이탈위험
u_10035,2024-05-03,login,Basic,기존
u_10036,2024-05-03,login,Pro,기존
u_10050,2024-05-03,login,Free,기존
u_10055,2024-05-03,login,Basic,기존
u_10056,2024-05-03,search_fail,Free,기존
u_10079,2024-05-03,login,Free,기존
u_10087,2024-05-03,login,Free,기존
u_10104,2024-05-03,cancel,Free,이탈위험
u_10110,2024-05-03,login,Basic,기존
u_10119,2024-05-03,cancel,Free,이탈위험
u_10124,2024-05-03,login,Basic,기존
u_10129,2024-05-03,login,Free,기존
u_10130,2024-05-03,login,Basic,기존
u_10140,2024-05-03,login,Basic,기존
u_10162,2024-05-03,search_fail,Basic,기존
u_10169,2024-05-03,login,Free,기존
u_10185,2024-05-03,login,Basic,기존
u_10200,2024-05-03,login,Basic,기존
u_10208,2024-05-03,cancel,Basic,이탈위험
u_10213,2024-05-03,login,Basic,기존
u_10214,2024-05-03,login,Pro,기존
u_10215,2024-05-03,login,Free,기존
u_10218,2024-05-03,login,Free,기존
u_10225,2024-05-03,cancel,Basic,이탈위험
u_10236,2024-05-03,login,Free,이탈위험
u_10238,2024-05-03,login,Basic,기존
u_10240,2024-05-03,search_fail,Basic,기존
u_10261,2024-05-03,login,Free,기존
u_10268,2024-05-03,login,Basic,기존
u_10270,2024-05-03,cancel,Basic,이탈위험
u_10278,2024-05-03,login,Pro,기존
u_10285,2024-05-03,cancel,Free,이탈위험
u_10295,2024-05-03,login,Basic,기존
u_10296,2024-05-03,search_fail,Free,기존
u_10303,2024-05-03,login,Basic,이탈위험
u_10305,2024-05-03,login,Pro,기존
u_10306,2024-05-03,login,Basic,기존
u_10325,2024-05-03,cancel,Pro,이탈위험
u_10327,2024-05-03,login,Pro,신규
u_10332,2024-05-03,login,Free,신규
u_10339,2024-05-03,payment,Free,신규
u_10354,2024-05-03,login,Basic,신규
u_10355,2024-05-03,payment,Free,신규
u_10371,2024-05-03,cancel,Basic,이탈위험
u_10375,2024-05-03,payment,Free,신규
u_10378,2024-05-03,login,Free,이탈위험
u_10388,2024-05-03,login,Basic,신규
u_10395,2024-05-03,login,Basic,신규
u_10400,2024-05-03,login,Basic,신규
u_10406,2024-05-03,login,Basic,신규
u_10409,2024-05-03,login,Free,신규
u_10413,2024-05-03,login,Free,신규
u_10416,2024-05-03,login,Free,신규
u_10420,2024-05-03,login,Basic,신규
u_10425,2024-05-03,login,Free,신규
u_10426,2024-05-03,login,Free,신규
u_10430,2024-05-03,login,Pro,이탈위험
u_10436,2024-05-03,login,Basic,신규
u_10438,2024-05-03,payment,Pro,신규
u_10447,2024-05-03,signup,Free,신규
u_10452,2024-05-03,signup,Pro,신규
u_10453,2024-05-03,signup,Pro,신규
u_10460,2024-05-03,trial_start,Basic,신규
u_10461,2024-05-03,signup,Basic,신규
u_10469,2024-05-03,trial_start,Free,신규
u_10476,2024-05-03,signup,Pro,신규
u_10478,2024-05-03,trial_start,Free,신규
u_10479,2024-05-03,signup,Free,신규
u_10484,2024-05-03,signup,Basic,신규
u_10491,2024-05-03,signup,Free,신규
u_10494,2024-05-03,signup,Basic,신규
u_10495,2024-05-03,trial_start,Pro,신규
u_10498,2024-05-03,signup,Pro,신규
u_10502,2024-05-03,trial_start,Pro,신규
u_10507,2024-05-03,signup,Free,신규
u_10508,2024-05-03,trial_start,Pro,신규
u_10511,2024-05-03,signup,Free,신규
u_10516,2024-05-03,signup,Free,신규
u_10519,2024-05-03,signup,Basic,신규
u_10520,2024-05-03,signup,Free,신규
u_10531,2024-05-03,signup,Basic,신규
u_10533,2024-05-03,trial_start,Free,신규
u_10538,2024-05-03,signup,Pro,신규
u_10540,2024-05-03,signup,Free,신규
u_10541,2024-05-03,signup,Basic,신규
u_10544,2024-05-03,signup,Free,신규
u_10547,2024-05-03,signup,Free,신규
u_10548,2024-05-03,signup,Basic,신규
u_10558,2024-05-03,signup,Free,신규
u_10562,2024-05-03,signup,Pro,신규
u_10563,2024-05-03,signup,Basic,신규
u_10005,2024-05-04,login,Basic,이탈위험
u_10012,2024-05-04,login,Pro,기존
u_10016,2024-05-04,login,Free,기존
u_10022,2024-05-04,login,Free,기존
u_10023,2024-05-04,login,Pro,기존
u_10040,2024-05-04,login,Basic,기존
u_10043,2024-05-04,login,Basic,기존
u_10057,2024-05-04,login,Free,기존
u_10058,2024-05-04,login,Free,기존
u_10069,2024-05-04,login,Basic,기존
u_10074,2024-05-04,search_fail,Basic,기존
u_10076,2024-05-04,login,Free,기존
u_10142,2024-05-04,login,Free,기존
u_10179,2024-05-04,login,Basic,기존
u_10193,2024-05-04,login,Basic,기존
u_10194,2024-05-04,login,Free,기존
u_10198,2024-05-04,login,Free,기존
u_10204,2024-05-04,login,Basic,기존
u_10207,2024-05-04,login,Free,기존
u_10220,2024-05-04,login,Basic,이탈위험
u_10228,2024-05-04,login,Basic,기존
u_10229,2024-05-04,login,Basic,기존
u_10237,2024-05-04,search_fail,Basic,기존
u_10241,2024-05-04,login,Pro,기존
u_10256,2024-05-04,login,Pro,기존
u_10257,2024-05-04,login,Pro,기존
u_10263,2024-05-04,login,Basic,기존
u_10269,2024-05-04,login,Free,기존
u_10275,2024-05-04,login,Basic,기존
u_10287,2024-05-04,login,Free,기존
u_10288,2024-05-04,login,Basic,이탈위험
u_10292,2024-05-04,login,Pro,기존
u_10299,2024-05-04,login,Basic,기존
u_10301,2024-05-04,login,Pro,기존
u_10308,2024-05-04,login,Free,기존
u_10309,2024-05-04,login,Basic,기존
u_10313,2024-05-04,login,Pro,기존
u_10318,2024-05-04,login,Pro,기존
u_10320,2024-05-04,login,Basic,기존
u_10326,2024-05-04,login,Pro,신규
u_10329,2024-05-04,login,Free,신규
u_10330,2024-05-04,login,Basic,신규
u_10336,2024-05-04,payment,Basic,신규
u_10338,2024-05-04,payment,Free,신규
u_10348,2024-05-04,login,Basic,신규
u_10352,2024-05-04,login,Pro,신규
u_10357,2024-05-04,login,Free,신규
u_10363,2024-05-04,login,Free,신규
u_10364,2024-05-04,payment,Basic,신규
u_10368,2024-05-04,payment,Basic,신규
u_10377,2024-05-04,payment,Pro,신규
u_10381,2024-05-04,login,Free,신규
u_10391,2024-05-04,login,Basic,신규
u_10392,2024-05-04,search_fail,Basic,신규
u_10395,2024-05-04,payment,Basic,신규
u_10396,2024-05-04,login,Basic,신규
u_10408,2024-05-04,payment,Basic,신규
u_10417,2024-05-04,payment,Free,신규
u_10417,2024-05-04,login,Free,신규
u_10419,2024-05-04,login,Pro,신규
u_10432,2024-05-04,login,Pro,신규
u_10433,2024-05-04,login,Free,신규
u_10433,2024-05-04,search_fail,Free,신규
u_10436,2024-05-04,payment,Basic,신규
u_10438,2024-05-04,login,Pro,신규
u_10439,2024-05-04,payment,Free,신규
u_10441,2024-05-04,payment,Pro,신규
u_10443,2024-05-04,trial_start,Free,신규
u_10444,2024-05-04,trial_start,Free,신규
u_10451,2024-05-04,trial_start,Pro,신규
u_10468,2024-05-04,trial_start,Basic,신규
u_10477,2024-05-04,trial_start,Free,신규
u_10493,2024-05-04,trial_start,Basic,신규
u_10511,2024-05-04,trial_start,Free,신규
u_10525,2024-05-04,trial_start,Free,신규
u_10526,2024-05-04,trial_start,Basic,신규
u_10538,2024-05-04,trial_start,Pro,신규
u_10545,2024-05-04,trial_start,Free,신규
u_10549,2024-05-04,trial_start,Basic,신규
u_10563,2024-05-04,trial_start,Basic,신규
u_10004,2024-05-05,login,Basic,기존
u_10010,2024-05-05,login,Pro,기존
u_10011,2024-05-05,login,Free,기존
u_10015,2024-05-05,login,Free,기존
u_10021,2024-05-05,login,Free,기존
u_10037,2024-05-05,search_fail,Free,기존
u_10038,2024-05-05,login,Basic,기존
u_10044,2024-05-05,login,Basic,기존
u_10048,2024-05-05,login,Basic,기존
u_10066,2024-05-05,login,Pro,기존
u_10109,2024-05-05,login,Free,기존
u_10111,2024-05-05,search_fail,Free,기존
u_10112,2024-05-05,login,Basic,기존
u_10125,2024-05-05,search_fail,Pro,기존
u_10137,2024-05-05,login,Basic,기존
u_10145,2024-05-05,login,Free,이탈위험
u_10146,2024-05-05,login,Basic,기존
u_10148,2024-05-05,login,Free,기존
u_10151,2024-05-05,login,Basic,기존
u_10160,2024-05-05,login,Pro,기존
u_10161,2024-05-05,login,Free,기존
u_10163,2024-05-05,login,Free,기존
u_10181,2024-05-05,login,Basic,기존
u_10202,2024-05-05,login,Free,기존
u_10211,2024-05-05,login,Pro,기존
u_10219,2024-05-05,login,Basic,기존
u_10222,2024-05-05,login,Basic,기존
u_10232,2024-05-05,login,Basic,기존
u_10239,2024-05-05,login,Basic,기존
u_10262,2024-05-05,login,Basic,기존
u_10267,2024-05-05,login,Free,기존
u_10281,2024-05-05,login,Basic,기존
u_10293,2024-05-05,login,Pro,기존
u_10296,2024-05-05,login,Free,기존
u_10322,2024-05-05,login,Free,기존
u_10327,2024-05-05,payment,Pro,신규
u_10330,2024-05-05,payment,Basic,신규
u_10334,2024-05-05,login,Basic,신규
u_10339,2024-05-05,login,Free,신규
u_10342,2024-05-05,login,Free,신규
u_10343,2024-05-05,search_fail,Free,신규
u_10349,2024-05-05,login,Free,신규
u_10358,2024-05-05,login,Free,신규
u_10359,2024-05-05,login,Pro,신규
u_10365,2024-05-05,login,Pro,신규
u_10367,2024-05-05,login,Free,신규
u_10373,2024-05-05,login,Basic,신규
u_10377,2024-05-05,login,Pro,신규
u_10379,2024-05-05,login,Free,신규
u_10387,2024-05-05,login,Free,신규
u_10402,2024-05-05,login,Free,신규
u_10411,2024-05-05,login,Basic,신규
u_10421,2024-05-05,login,Basic,신규
u_10428,2024-05-05,login,Free,신규
u_10429,2024-05-05,login,Basic,이탈위험
u_10430,2024-05-05,payment,Pro,신규
u_10437,2024-05-05,login,Free,이탈위험
u_10448,2024-05-05,trial_start,Pro,신규
u_10455,2024-05-05,trial_start,Free,신규
u_10480,2024-05-05,trial_start,Basic,신규
u_10491,2024-05-05,trial_start,Free,신규
u_10512,2024-05-05,trial_start,Free,신규
u_10527,2024-05-05,trial_start,Free,신규
u_10537,2024-05-05,trial_start,Basic,신규
u_10540,2024-05-05,trial_start,Free,신규
u_10558,2024-05-05,trial_start,Free,신규
u_10559,2024-05-05,trial_start,Free,신규
u_10562,2024-05-05,trial_start,Pro,신규
u_10010,2024-05-06,login,Pro,기존
u_10022,2024-05-06,login,Free,기존
u_10023,2024-05-06,login,Pro,기존
u_10034,2024-05-06,login,Basic,기존
u_10035,2024-05-06,search_fail,Basic,기존
u_10036,2024-05-06,login,Pro,기존
u_10038,2024-05-06,login,Basic,기존
u_10040,2024-05-06,login,Basic,기존
u_10046,2024-05-06,login,Free,기존
u_10056,2024-05-06,login,Free,기존
u_10059,2024-05-06,login,Pro,기존
u_10090,2024-05-06,login,Free,기존
u_10101,2024-05-06,login,Pro,기존
u_10105,2024-05-06,login,Free,기존
u_10112,2024-05-06,login,Basic,기존
u_10118,2024-05-06,login,Basic,기존
u_10124,2024-05-06,search_fail,Basic,기존
u_10128,2024-05-06,login,Basic,기존
u_10129,2024-05-06,login,Free,기존
u_10136,2024-05-06,login,Basic,기존
u_10160,2024-05-06,login,Pro,기존
u_10168,2024-05-06,login,Pro,기존
u_10173,2024-05-06,login,Pro,기존
u_10176,2024-05-06,login,Free,기존
u_10176,2024-05-06,search_fail,Free,기존
u_10197,2024-05-06,login,Pro,기존
u_10198,2024-05-06,login,Free,기존
u_10210,2024-05-06,login,Basic,기존
u_10212,2024-05-06,cancel,Basic,이탈위험
u_10214,2024-05-06,login,Pro,기존
u_10215,2024-05-06,login,Free,기존
u_10218,2024-05-06,login,Free,기존
u_10235,2024-05-06,cancel,Basic,이탈위험
u_10237,2024-05-06,login,Basic,기존
u_10250,2024-05-06,cancel,Basic,이탈위험
u_10255,2024-05-06,login,Basic,기존
u_10261,2024-05-06,login,Free,기존
u_10276,2024-05-06,login,Basic,기존
u_10277,2024-05-06,cancel,Free,이탈위험
u_10286,2024-05-06,login,Basic,이탈위험
u_10288,2024-05-06,cancel,Basic,이탈위험
u_10299,2024-05-06,login,Basic,기존
u_10310,2024-05-06,cancel,Basic,이탈위험
u_10312,2024-05-06,search_fail,Free,기존
u_10329,2024-05-06,login,Free,이탈위험
u_10337,2024-05-06,search_fail,Free,이탈위험
u_10340,2024-05-06,login,Basic,기존
u_10342,2024-05-06,search_fail,Free,기존
u_10344,2024-05-06,login,Free,이탈위험
u_10345,2024-05-06,payment,Basic,신규
u_10360,2024-05-06,cancel,Basic,이탈위험
u_10362,2024-05-06,login,Basic,기존
u_10375,2024-05-06,login,Free,기존
u_10391,2024-05-06,login,Basic,기존
u_10392,2024-05-06,login,Basic,기존
u_10396,2024-05-06,search_fail,Basic,기존
u_10397,2024-05-06,login,Basic,이탈위험
u_10400,2024-05-06,payment,Basic,신규
u_10400,2024-05-06,login,Basic,기존
u_10405,2024-05-06,payment,Basic,신규
u_10405,2024-05-06,login,Basic,기존
u_10411,2024-05-06,login,Basic,기존
u_10414,2024-05-06,cancel,Basic,이탈위험
u_10415,2024-05-06,login,Basic,기존
u_10416,2024-05-06,login,Free,기존
u_10417,2024-05-06,login,Free,기존
u_10422,2024-05-06,login,Free,기존
u_10423,2024-05-06,payment,Free,신규
u_10426,2024-05-06,login,Free,기존
u_10428,2024-05-06,search_fail,Free,기존
u_10448,2024-05-06,login,Pro,신규
u_10451,2024-05-06,payment,Pro,신규
u_10455,2024-05-06,login,Free,신규
u_10457,2024-05-06,login,Free,신규
u_10459,2024-05-06,trial_start,Free,신규
u_10461,2024-05-06,login,Basic,신규
u_10471,2024-05-06,login,Basic,신규
u_10474,2024-05-06,login,Free,신규
u_10479,2024-05-06,trial_start,Free,신규
u_10480,2024-05-06,login,Basic,신규
u_10496,2024-05-06,trial_start,Basic,신규
u_10501,2024-05-06,login,Free,신규
u_10503,2024-05-06,trial_start,Basic,신규
u_10512,2024-05-06,login,Free,신규
u_10517,2024-05-06,login,Basic,신규
u_10522,2024-05-06,login,Pro,신규
u_10525,2024-05-06,login,Free,신규
u_10526,2024-05-06,login,Basic,신규
u_10528,2024-05-06,login,Basic,신규
u_10534,2024-05-06,trial_start,Basic,신규
u_10543,2024-05-06,trial_start,Free,신규
u_10543,2024-05-06,login,Free,신규
u_10544,2024-05-06,login,Free,신규
u_10548,2024-05-06,trial_start,Basic,신규
u_10549,2024-05-06,payment,Basic,신규
u_10551,2024-05-06,cancel,Pro,이탈위험
u_10560,2024-05-06,login,Basic,신규
u_10565,2024-05-06,signup,Basic,신규
u_10579,2024-05-06,signup,Basic,신규
u_10583,2024-05-06,signup,Free,신규
u_10586,2024-05-06,signup,Basic,신규
u_10590,2024-05-06,signup,Free,신규
u_10593,2024-05-06,signup,Free,신규
u_10603,2024-05-06,signup,Free,신규
u_10606,2024-05-06,signup,Free,신규
u_10612,2024-05-06,signup,Free,신규
u_10617,2024-05-06,signup,Pro,신규
u_10620,2024-05-06,signup,Pro,신규
u_10627,2024-05-06,signup,Basic,신규
u_10628,2024-05-06,signup,Pro,신규
u_10632,2024-05-06,signup,Basic,신규
u_10634,2024-05-06,signup,Free,신규
u_10635,2024-05-06,signup,Free,신규
u_10639,2024-05-06,signup,Basic,신규
u_10641,2024-05-06,signup,Free,신규
u_10655,2024-05-06,signup,Basic,신규
u_10656,2024-05-06,signup,Basic,신규
u_10662,2024-05-06,signup,Free,신규
u_10667,2024-05-06,signup,Basic,신규
u_10670,2024-05-06,signup,Basic,신규
u_10004,2024-05-07,login,Basic,기존
u_10013,2024-05-07,login,Free,기존
u_10021,2024-05-07,login,Free,기존
u_10051,2024-05-07,login,Pro,기존
u_10057,2024-05-07,login,Free,기존
u_10066,2024-05-07,login,Pro,기존
u_10068,2024-05-07,login,Basic,기존
u_10069,2024-05-07,login,Basic,기존
u_10076,2024-05-07,login,Free,기존
u_10110,2024-05-07,login,Basic,기존
u_10140,2024-05-07,login,Basic,기존
u_10145,2024-05-07,cancel,Free,이탈위험
u_10146,2024-05-07,login,Basic,기존
u_10152,2024-05-07,login,Free,기존
u_10158,2024-05-07,login,Basic,기존
u_10163,2024-05-07,login,Free,기존
u_10179,2024-05-07,login,Basic,기존
u_10188,2024-05-07,login,Basic,기존
u_10199,2024-05-07,login,Pro,기존
u_10202,2024-05-07,login,Free,기존
u_10203,2024-05-07,login,Basic,기존
u_10211,2024-05-07,login,Pro,기존
u_10213,2024-05-07,login,Basic,기존
u_10220,2024-05-07,cancel,Basic,이탈위험
u_10236,2024-05-07,cancel,Free,이탈위험
u_10246,2024-05-07,login,Pro,기존
u_10259,2024-05-07,login,Free,기존
u_10262,2024-05-07,login,Basic,기존
u_10264,2024-05-07,login,Pro,기존
u_10280,2024-05-07,cancel,Free,이탈위험
u_10291,2024-05-07,login,Pro,기존
u_10303,2024-05-07,cancel,Basic,이탈위험
u_10346,2024-05-07,login,Basic,이탈위험
u_10352,2024-05-07,search_fail,Pro,기존
u_10353,2024-05-07,login,Basic,기존
u_10359,2024-05-07,login,Pro,기존
u_10374,2024-05-07,cancel,Basic,이탈위험
u_10381,2024-05-07,login,Free,기존
u_10387,2024-05-07,login,Free,이탈위험
u_10393,2024-05-07,cancel,Basic,이탈위험
u_10399,2024-05-07,login,Free,기존
u_10406,2024-05-07,login,Basic,기존
u_10419,2024-05-07,login,Pro,이탈위험
u_10430,2024-05-07,cancel,Pro,이탈위험
u_10450,2024-05-07,login,Free,신규
u_10460,2024-05-07,payment,Basic,신규
u_10462,2024-05-07,login,Pro,신규
u_10473,2024-05-07,login,Basic,신규
u_10478,2024-05-07,login,Free,신규
u_10481,2024-05-07,login,Basic,신규
u_10485,2024-05-07,login,Free,신규
u_10486,2024-05-07,login,Basic,신규
u_10489,2024-05-07,login,Free,신규
u_10498,2024-05-07,login,Pro,신규
u_10504,2024-05-07,login,Free,신규
u_10505,2024-05-07,login,Free,신규
u_10507,2024-05-07,login,Free,신규
u_10509,2024-05-07,payment,Free,신규
u_10520,2024-05-07,login,Free,신규
u_10520,2024-05-07,search_fail,Free,신규
u_10531,2024-05-07,login,Basic,신규
u_10546,2024-05-07,login,Pro,신규
u_10554,2024-05-07,login,Free,신규
u_10562,2024-05-07,login,Pro,신규
u_10569,2024-05-07,signup,Basic,신규
u_10573,2024-05-07,signup,Free,신규
u_10576,2024-05-07,signup,Free,신규
u_10578,2024-05-07,signup,Basic,신규
u_10580,2024-05-07,signup,Basic,신규
u_10582,2024-05-07,signup,Basic,신규
u_10597,2024-05-07,signup,Basic,신규
u_10602,2024-05-07,signup,Free,신규
u_10607,2024-05-07,signup,Free,신규
u_10609,2024-05-07,signup,Basic,신규
u_10611,2024-05-07,signup,Free,신규
u_10613,2024-05-07,signup,Basic,신규
u_10621,2024-05-07,signup,Basic,신규
u_10626,2024-05-07,signup,Free,신규
u_10628,2024-05-07,trial_start,Pro,신규
u_10636,2024-05-07,signup,Basic,신규
u_10637,2024-05-07,signup,Free,신규
u_10642,2024-05-07,signup,Pro,신규
u_10652,2024-05-07,signup,Basic,신규
u_10653,2024-05-07,signup,Pro,신규
u_10654,2024-05-07,signup,Basic,신규
u_10655,2024-05-07,trial_start,Basic,신규
u_10663,2024-05-07,signup,Free,신규
u_10677,2024-05-07,signup,Basic,신규
u_10678,2024-05-07,signup,Basic,신규
u_10002,2024-05-08,login,Basic,기존
u_10011,2024-05-08,login,Free,기존
u_10028,2024-05-08,login,Free,기존
u_10039,2024-05-08,login,Free,기존
u_10062,2024-05-08,login,Free,기존
u_10070,2024-05-08,login,Basic,기존
u_10087,2024-05-08,login,Free,기존
u_10091,2024-05-08,login,Free,기존
u_10097,2024-05-08,login,Basic,기존
u_10115,2024-05-08,login,Free,기존
u_10127,2024-05-08,login,Free,기존
u_10135,2024-05-08,login,Basic,기존
u_10151,2024-05-08,login,Basic,이탈위험
u_10157,2024-05-08,login,Pro,기존
u_10162,2024-05-08,login,Basic,기존
u_10170,2024-05-08,login,Free,기존
u_10183,2024-05-08,login,Free,기존
u_10184,2024-05-08,login,Basic,기존
u_10190,2024-05-08,cancel,Basic,이탈위험
u_10222,2024-05-08,search_fail,Basic,기존
u_10228,2024-05-08,login,Basic,기존
u_10238,2024-05-08,login,Basic,기존
u_10245,2024-05-08,login,Free,기존
u_10248,2024-05-08,cancel,Basic,이탈위험
u_10249,2024-05-08,login,Free,기존
u_10251,2024-05-08,cancel,Basic,이탈위험
u_10252,2024-05-08,login,Free,기존
u_10254,2024-05-08,login,Free,기존
u_10284,2024-05-08,cancel,Free,이탈위험
u_10289,2024-05-08,cancel,Free,이탈위험
u_10306,2024-05-08,login,Basic,기존
u_10306,2024-05-08,search_fail,Basic,기존
u_10317,2024-05-08,login,Pro,기존
u_10322,2024-05-08,login,Free,기존
u_10328,2024-05-08,login,Free,기존
u_10333,2024-05-08,cancel,Basic,이탈위험
u_10364,2024-05-08,login,Basic,이탈위험
u_10368,2024-05-08,login,Basic,이탈위험
u_10377,2024-05-08,login,Pro,기존
u_10379,2024-05-08,login,Free,기존
u_10382,2024-05-08,search_fail,Basic,이탈위험
u_10393,2024-05-08,payment,Basic,신규
u_10403,2024-05-08,search_fail,Basic,기존
u_10404,2024-05-08,cancel,Basic,이탈위험
u_10407,2024-05-08,search_fail,Pro,이탈위험
u_10420,2024-05-08,login,Basic,기존
u_10421,2024-05-08,login,Basic,기존
u_10421,2024-05-08,search_fail,Basic,기존
u_10427,2024-05-08,search_fail,Free,기존
u_10433,2024-05-08,login,Free,기존
