person,offer_id,received_time,instance_id,reward,difficulty,duration,offer_type,is_web,is_email,is_mobile,is_social,duration_hours,reward_ratio,gender,age,became_member_on,income,missing_profile,income_quartile,membership_days,natural_end,window_end,is_capped,viewed_time,is_viewed,completed_time,reward_received,is_completed,matched_amount,dup_transaction_flag
5419d29bda4e48e68165a57e3e78370a,2298d6c36e964ae4a3e7e9706d1fb8c2,504,54865,3,7,7,discount,1,1,1,1,168,0.42857142857142855,F,37.0,2018-07-20,56000.0,0,Q2_중하,6,672,672.0,False,504.0,1,,,0,,
5419d29bda4e48e68165a57e3e78370a,2906b810c7d4411798c6938adc9daaa5,408,42121,2,10,7,discount,1,1,1,0,168,0.2,F,37.0,2018-07-20,56000.0,0,Q2_중하,6,576,576.0,False,498.0,1,426.0,2.0,1,10.44,0.0
5419d29bda4e48e68165a57e3e78370a,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,4030,5,5,7,bogo,1,1,1,0,168,1.0,F,37.0,2018-07-20,56000.0,0,Q2_중하,6,168,168.0,True,18.0,1,,,0,,
5419d29bda4e48e68165a57e3e78370a,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,16750,5,5,7,bogo,1,1,1,0,168,1.0,F,37.0,2018-07-20,56000.0,0,Q2_중하,6,336,336.0,False,180.0,1,,,0,,
541c158d0fb041f69c9d457c0ca25ef2,3f207df678b143eea3cee63160fa8bed,168,16825,0,0,4,informational,1,1,1,0,96,,M,54.0,2017-07-27,48000.0,0,Q1_저,364,264,264.0,False,,0,,,0,,
541c158d0fb041f69c9d457c0ca25ef2,5a8bc65990b245e5a138643cd4eb9837,408,42191,0,0,3,informational,0,1,1,1,72,,M,54.0,2017-07-27,48000.0,0,Q1_저,364,480,480.0,False,,0,,,0,,
541c158d0fb041f69c9d457c0ca25ef2,ae264e3637204a6fb9bb56bc8210ddfd,0,4103,10,10,7,bogo,0,1,1,1,168,1.0,M,54.0,2017-07-27,48000.0,0,Q1_저,364,168,168.0,False,42.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,2298d6c36e964ae4a3e7e9706d1fb8c2,168,20769,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-04-06,,1,,111,336,336.0,False,174.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,2298d6c36e964ae4a3e7e9706d1fb8c2,408,46200,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2018-04-06,,1,,111,576,576.0,False,408.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,2906b810c7d4411798c6938adc9daaa5,504,52185,2,10,7,discount,1,1,1,0,168,0.2,,,2018-04-06,,1,,111,672,672.0,False,504.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,3f207df678b143eea3cee63160fa8bed,0,1377,0,0,4,informational,1,1,1,0,96,,,,2018-04-06,,1,,111,96,96.0,False,30.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,3f207df678b143eea3cee63160fa8bed,576,71626,0,0,4,informational,1,1,1,0,96,,,,2018-04-06,,1,,111,672,672.0,False,576.0,1,,,0,,
542c41f5afc049e7ae7d4721ace9d286,5a8bc65990b245e5a138643cd4eb9837,336,33427,0,0,3,informational,0,1,1,1,72,,,,2018-04-06,,1,,111,408,408.0,False,354.0,1,,,0,,
542ecf31aa394b3f80113058986bfcff,3f207df678b143eea3cee63160fa8bed,408,44183,0,0,4,informational,1,1,1,0,96,,M,50.0,2018-07-11,39000.0,0,Q1_저,15,504,504.0,False,450.0,1,,,0,,
542ecf31aa394b3f80113058986bfcff,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,6080,5,5,7,bogo,1,1,1,0,168,1.0,M,50.0,2018-07-11,39000.0,0,Q1_저,15,168,168.0,False,6.0,1,42.0,5.0,1,9.43,0.0
542ecf31aa394b3f80113058986bfcff,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,31442,5,5,7,bogo,1,1,1,0,168,1.0,M,50.0,2018-07-11,39000.0,0,Q1_저,15,504,504.0,False,,0,348.0,5.0,1,12.22,0.0
542ecf31aa394b3f80113058986bfcff,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,69601,5,5,7,bogo,1,1,1,0,168,1.0,M,50.0,2018-07-11,39000.0,0,Q1_저,15,744,744.0,False,636.0,1,618.0,5.0,1,18.83,0.0
542ecf31aa394b3f80113058986bfcff,f19421c1d4aa40978ebb69ca19b0e20d,504,56900,5,5,5,bogo,1,1,1,1,120,1.0,M,50.0,2018-07-11,39000.0,0,Q1_저,15,624,624.0,False,504.0,1,558.0,5.0,1,13.42,0.0
5431d49609b44ecf95a5a406fac90544,2298d6c36e964ae4a3e7e9706d1fb8c2,336,26244,3,7,7,discount,1,1,1,1,168,0.42857142857142855,F,26.0,2018-02-10,55000.0,0,Q2_중하,166,504,504.0,False,402.0,1,,,0,,
5431d49609b44ecf95a5a406fac90544,2906b810c7d4411798c6938adc9daaa5,408,38972,2,10,7,discount,1,1,1,0,168,0.2,F,26.0,2018-02-10,55000.0,0,Q2_중하,166,576,576.0,False,,0,,,0,,
5431d49609b44ecf95a5a406fac90544,fafdcd668e3743c1bb461111dcafc2a4,576,64422,2,10,10,discount,1,1,1,1,240,0.2,F,26.0,2018-02-10,55000.0,0,Q2_중하,166,816,816.0,False,624.0,1,,,0,,
5432f66d791e4c1582f67ab518ef3489,2906b810c7d4411798c6938adc9daaa5,168,24246,2,10,7,discount,1,1,1,0,168,0.2,,,2018-03-28,,1,,120,336,336.0,False,264.0,1,,,0,,
5432f66d791e4c1582f67ab518ef3489,4d5c57ea9a6940dd891ad53e9dbe8da0,336,34612,10,10,5,bogo,1,1,1,1,120,1.0,,,2018-03-28,,1,,120,456,456.0,False,348.0,1,,,0,,
5432f66d791e4c1582f67ab518ef3489,ae264e3637204a6fb9bb56bc8210ddfd,408,43632,10,10,7,bogo,0,1,1,1,168,1.0,,,2018-03-28,,1,,120,576,504.0,True,408.0,1,,,0,,
5432f66d791e4c1582f67ab518ef3489,ae264e3637204a6fb9bb56bc8210ddfd,504,62413,10,10,7,bogo,0,1,1,1,168,1.0,,,2018-03-28,,1,,120,672,672.0,False,504.0,1,,,0,,
5433b75812d94a7faf79c6b81a10c506,2906b810c7d4411798c6938adc9daaa5,336,28974,2,10,7,discount,1,1,1,0,168,0.2,F,50.0,2018-07-07,87000.0,0,Q4_고,19,504,408.0,True,366.0,1,342.0,2.0,1,26.06,0.0
5433b75812d94a7faf79c6b81a10c506,2906b810c7d4411798c6938adc9daaa5,408,38985,2,10,7,discount,1,1,1,0,168,0.2,F,50.0,2018-07-07,87000.0,0,Q4_고,19,576,576.0,False,456.0,1,438.0,2.0,1,26.88,0.0
5433b75812d94a7faf79c6b81a10c506,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,16320,5,5,7,bogo,1,1,1,0,168,1.0,F,50.0,2018-07-07,87000.0,0,Q4_고,19,336,336.0,False,222.0,1,,,0,,
5433b75812d94a7faf79c6b81a10c506,f19421c1d4aa40978ebb69ca19b0e20d,504,54424,5,5,5,bogo,1,1,1,1,120,1.0,F,50.0,2018-07-07,87000.0,0,Q4_고,19,624,624.0,False,504.0,1,,,0,,
543df9ba7ffd41e3a806ad6388e1673e,0b1e1539f2cc45b7b9fa7c272da2e1d7,408,38829,5,20,10,discount,1,1,0,0,240,0.25,,,2017-03-19,,1,,494,648,504.0,True,,0,498.0,5.0,1,80.78,1.0
543df9ba7ffd41e3a806ad6388e1673e,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,51575,5,20,10,discount,1,1,0,0,240,0.25,,,2017-03-19,,1,,494,744,744.0,False,,0,,,0,,
543df9ba7ffd41e3a806ad6388e1673e,2298d6c36e964ae4a3e7e9706d1fb8c2,336,26092,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2017-03-19,,1,,494,504,504.0,False,336.0,1,498.0,3.0,1,80.78,1.0
543df9ba7ffd41e3a806ad6388e1673e,3f207df678b143eea3cee63160fa8bed,0,780,0,0,4,informational,1,1,1,0,96,,,,2017-03-19,,1,,494,96,96.0,False,36.0,1,,,0,,
543df9ba7ffd41e3a806ad6388e1673e,3f207df678b143eea3cee63160fa8bed,576,64278,0,0,4,informational,1,1,1,0,96,,,,2017-03-19,,1,,494,672,672.0,False,588.0,1,,,0,,
543ea0deb4dc4234ac6f5237eedffc9f,3f207df678b143eea3cee63160fa8bed,504,62789,0,0,4,informational,1,1,1,0,96,,F,68.0,2016-01-17,75000.0,0,Q3_중상,921,600,600.0,False,,0,,,0,,
543ea0deb4dc4234ac6f5237eedffc9f,4d5c57ea9a6940dd891ad53e9dbe8da0,336,37295,10,10,5,bogo,1,1,1,1,120,1.0,F,68.0,2016-01-17,75000.0,0,Q3_중상,921,456,456.0,False,360.0,1,360.0,10.0,1,15.05,0.0
543ea0deb4dc4234ac6f5237eedffc9f,5a8bc65990b245e5a138643cd4eb9837,408,50065,0,0,3,informational,0,1,1,1,72,,F,68.0,2016-01-17,75000.0,0,Q3_중상,921,480,480.0,False,426.0,1,,,0,,
543ea0deb4dc4234ac6f5237eedffc9f,fafdcd668e3743c1bb461111dcafc2a4,0,11939,2,10,10,discount,1,1,1,1,240,0.2,F,68.0,2016-01-17,75000.0,0,Q3_중상,921,240,240.0,False,12.0,1,12.0,2.0,1,25.59,0.0
543ea0deb4dc4234ac6f5237eedffc9f,fafdcd668e3743c1bb461111dcafc2a4,576,75548,2,10,10,discount,1,1,1,1,240,0.2,F,68.0,2016-01-17,75000.0,0,Q3_중상,921,816,816.0,False,648.0,1,666.0,2.0,1,23.52,0.0
543fda4e7a1842c589960b0304e8ecde,3f207df678b143eea3cee63160fa8bed,168,24542,0,0,4,informational,1,1,1,0,96,,M,60.0,2017-11-22,113000.0,0,Q4_고,246,264,264.0,False,,0,,,0,,
543fda4e7a1842c589960b0304e8ecde,4d5c57ea9a6940dd891ad53e9dbe8da0,408,49987,10,10,5,bogo,1,1,1,1,120,1.0,M,60.0,2017-11-22,113000.0,0,Q4_고,246,528,528.0,False,414.0,1,426.0,10.0,1,34.51,0.0
543fda4e7a1842c589960b0304e8ecde,5a8bc65990b245e5a138643cd4eb9837,504,62714,0,0,3,informational,0,1,1,1,72,,M,60.0,2017-11-22,113000.0,0,Q4_고,246,576,576.0,False,,0,,,0,,
543fda4e7a1842c589960b0304e8ecde,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,37217,5,5,7,bogo,1,1,1,0,168,1.0,M,60.0,2017-11-22,113000.0,0,Q4_고,246,504,504.0,False,342.0,1,354.0,5.0,1,19.87,0.0
543fda4e7a1842c589960b0304e8ecde,ae264e3637204a6fb9bb56bc8210ddfd,576,75472,10,10,7,bogo,0,1,1,1,168,1.0,M,60.0,2017-11-22,113000.0,0,Q4_고,246,744,744.0,False,582.0,1,,,0,,
5443eb16574045d7a7c3b4b2d990944d,2298d6c36e964ae4a3e7e9706d1fb8c2,576,69095,3,7,7,discount,1,1,1,1,168,0.42857142857142855,M,54.0,2018-05-06,78000.0,0,Q3_중상,81,744,744.0,False,576.0,1,588.0,3.0,1,15.25,1.0
5443eb16574045d7a7c3b4b2d990944d,3f207df678b143eea3cee63160fa8bed,408,43677,0,0,4,informational,1,1,1,0,96,,M,54.0,2018-05-06,78000.0,0,Q3_중상,81,504,504.0,False,414.0,1,,,0,,
5443eb16574045d7a7c3b4b2d990944d,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,18266,5,5,7,bogo,1,1,1,0,168,1.0,M,54.0,2018-05-06,78000.0,0,Q3_중상,81,336,336.0,False,168.0,1,,,0,,
5443eb16574045d7a7c3b4b2d990944d,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,56380,5,5,7,bogo,1,1,1,0,168,1.0,M,54.0,2018-05-06,78000.0,0,Q3_중상,81,672,672.0,False,510.0,1,588.0,5.0,1,15.25,1.0
5443eb16574045d7a7c3b4b2d990944d,ae264e3637204a6fb9bb56bc8210ddfd,336,30939,10,10,7,bogo,0,1,1,1,168,1.0,M,54.0,2018-05-06,78000.0,0,Q3_중상,81,504,504.0,False,354.0,1,348.0,10.0,1,23.22,0.0
5444d82e1e524248931ecb326b8c5ff8,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,33425,5,20,10,discount,1,1,0,0,240,0.25,F,75.0,2017-12-09,67000.0,0,Q3_중상,229,576,576.0,False,342.0,1,360.0,5.0,1,23.88,0.0
5444d82e1e524248931ecb326b8c5ff8,3f207df678b143eea3cee63160fa8bed,576,70167,0,0,4,informational,1,1,1,0,96,,F,75.0,2017-12-09,67000.0,0,Q3_중상,229,672,672.0,False,612.0,1,,,0,,
5444d82e1e524248931ecb326b8c5ff8,5a8bc65990b245e5a138643cd4eb9837,408,41210,0,0,3,informational,0,1,1,1,72,,F,75.0,2017-12-09,67000.0,0,Q3_중상,229,480,480.0,False,432.0,1,,,0,,
5444d82e1e524248931ecb326b8c5ff8,f19421c1d4aa40978ebb69ca19b0e20d,0,8106,5,5,5,bogo,1,1,1,1,120,1.0,F,75.0,2017-12-09,67000.0,0,Q3_중상,229,120,120.0,False,18.0,1,72.0,5.0,1,22.85,0.0
54463e5d95124b7fb3133fc1eae71952,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,60339,5,20,10,discount,1,1,0,0,240,0.25,M,42.0,2017-11-04,69000.0,0,Q3_중상,264,744,576.0,True,,0,,,0,,
54463e5d95124b7fb3133fc1eae71952,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,73067,5,20,10,discount,1,1,0,0,240,0.25,M,42.0,2017-11-04,69000.0,0,Q3_중상,264,816,816.0,False,,0,,,0,,
54463e5d95124b7fb3133fc1eae71952,2906b810c7d4411798c6938adc9daaa5,336,34871,2,10,7,discount,1,1,1,0,168,0.2,M,42.0,2017-11-04,69000.0,0,Q3_중상,264,504,504.0,False,,0,,,0,,
54463e5d95124b7fb3133fc1eae71952,3f207df678b143eea3cee63160fa8bed,168,22205,0,0,4,informational,1,1,1,0,96,,M,42.0,2017-11-04,69000.0,0,Q3_중상,264,264,264.0,False,,0,,,0,,
54463e5d95124b7fb3133fc1eae71952,3f207df678b143eea3cee63160fa8bed,408,47625,0,0,4,informational,1,1,1,0,96,,M,42.0,2017-11-04,69000.0,0,Q3_중상,264,504,504.0,False,,0,,,0,,
54570dbe1e5a43ec8036fff68d1a1a10,3f207df678b143eea3cee63160fa8bed,336,28489,0,0,4,informational,1,1,1,0,96,,M,25.0,2018-06-02,39000.0,0,Q1_저,54,432,432.0,False,402.0,1,,,0,,
54570dbe1e5a43ec8036fff68d1a1a10,3f207df678b143eea3cee63160fa8bed,576,66650,0,0,4,informational,1,1,1,0,96,,M,25.0,2018-06-02,39000.0,0,Q1_저,54,672,672.0,False,600.0,1,,,0,,
54570dbe1e5a43ec8036fff68d1a1a10,ae264e3637204a6fb9bb56bc8210ddfd,168,15848,10,10,7,bogo,0,1,1,1,168,1.0,M,25.0,2018-06-02,39000.0,0,Q1_저,54,336,336.0,False,210.0,1,,,0,,
546267273d6041f48946369c65c11531,3f207df678b143eea3cee63160fa8bed,504,57324,0,0,4,informational,1,1,1,0,96,,M,62.0,2016-12-13,103000.0,0,Q4_고,590,600,600.0,False,,0,,,0,,
546267273d6041f48946369c65c11531,4d5c57ea9a6940dd891ad53e9dbe8da0,168,19196,10,10,5,bogo,1,1,1,1,120,1.0,M,62.0,2016-12-13,103000.0,0,Q4_고,590,288,288.0,False,198.0,1,192.0,10.0,1,33.12,0.0
546267273d6041f48946369c65c11531,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,31868,5,5,7,bogo,1,1,1,0,168,1.0,M,62.0,2016-12-13,103000.0,0,Q4_고,590,504,408.0,True,,0,,,0,,
546267273d6041f48946369c65c11531,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,44617,5,5,7,bogo,1,1,1,0,168,1.0,M,62.0,2016-12-13,103000.0,0,Q4_고,590,576,576.0,False,414.0,1,420.0,5.0,1,28.72,0.0
54658f58643948239b5f782535922002,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,51271,5,20,10,discount,1,1,0,0,240,0.25,M,55.0,2016-08-26,89000.0,0,Q4_고,699,744,744.0,False,,0,612.0,5.0,1,39.23,0.0
54658f58643948239b5f782535922002,5a8bc65990b245e5a138643cd4eb9837,576,63982,0,0,3,informational,0,1,1,1,72,,M,55.0,2016-08-26,89000.0,0,Q4_고,699,648,648.0,False,594.0,1,,,0,,
54658f58643948239b5f782535922002,f19421c1d4aa40978ebb69ca19b0e20d,408,38519,5,5,5,bogo,1,1,1,1,120,1.0,M,55.0,2016-08-26,89000.0,0,Q4_고,699,528,528.0,False,408.0,1,438.0,5.0,1,22.09,1.0
54658f58643948239b5f782535922002,fafdcd668e3743c1bb461111dcafc2a4,336,25793,2,10,10,discount,1,1,1,1,240,0.2,M,55.0,2016-08-26,89000.0,0,Q4_고,699,576,576.0,False,348.0,1,438.0,2.0,1,22.09,1.0
5465e844845a4a5c82864a608b79e940,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,65161,5,20,10,discount,1,1,0,0,240,0.25,M,65.0,2017-11-20,56000.0,0,Q2_중하,248,816,816.0,False,576.0,1,690.0,5.0,1,15.99,0.0
5465e844845a4a5c82864a608b79e940,f19421c1d4aa40978ebb69ca19b0e20d,336,26989,5,5,5,bogo,1,1,1,1,120,1.0,M,65.0,2017-11-20,56000.0,0,Q2_중하,248,456,456.0,False,336.0,1,360.0,5.0,1,14.19,0.0
5465e844845a4a5c82864a608b79e940,f19421c1d4aa40978ebb69ca19b0e20d,504,52492,5,5,5,bogo,1,1,1,1,120,1.0,M,65.0,2017-11-20,56000.0,0,Q2_중하,248,624,624.0,False,504.0,1,,,0,,
546aa883983743f88d20c6c2d3f8f990,2298d6c36e964ae4a3e7e9706d1fb8c2,504,59664,3,7,7,discount,1,1,1,1,168,0.42857142857142855,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,672,672.0,False,516.0,1,516.0,3.0,1,16.0,0.0
546aa883983743f88d20c6c2d3f8f990,2906b810c7d4411798c6938adc9daaa5,0,8844,2,10,7,discount,1,1,1,0,168,0.2,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,168,168.0,False,36.0,1,,,0,,
546aa883983743f88d20c6c2d3f8f990,2906b810c7d4411798c6938adc9daaa5,336,34171,2,10,7,discount,1,1,1,0,168,0.2,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,504,504.0,False,342.0,1,366.0,2.0,1,25.12,0.0
546aa883983743f88d20c6c2d3f8f990,5a8bc65990b245e5a138643cd4eb9837,576,72364,0,0,3,informational,0,1,1,1,72,,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,648,648.0,False,630.0,1,,,0,,
546aa883983743f88d20c6c2d3f8f990,ae264e3637204a6fb9bb56bc8210ddfd,408,46928,10,10,7,bogo,0,1,1,1,168,1.0,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,576,576.0,False,414.0,1,438.0,10.0,1,22.87,0.0
546aa883983743f88d20c6c2d3f8f990,fafdcd668e3743c1bb461111dcafc2a4,168,21513,2,10,10,discount,1,1,1,1,240,0.2,M,47.0,2017-05-07,77000.0,0,Q3_중상,445,408,408.0,False,168.0,1,216.0,2.0,1,17.0,0.0
546ce705bc3d48b7a8992a37bd3d53e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,58676,5,20,10,discount,1,1,0,0,240,0.25,,,2016-10-10,,1,,654,744,744.0,False,552.0,1,,,0,,
546ce705bc3d48b7a8992a37bd3d53e9,2906b810c7d4411798c6938adc9daaa5,408,45950,2,10,7,discount,1,1,1,0,168,0.2,,,2016-10-10,,1,,654,576,576.0,False,438.0,1,504.0,2.0,1,7.82,0.0
546ce705bc3d48b7a8992a37bd3d53e9,3f207df678b143eea3cee63160fa8bed,576,71373,0,0,4,informational,1,1,1,0,96,,,,2016-10-10,,1,,654,672,672.0,False,606.0,1,,,0,,
546ce705bc3d48b7a8992a37bd3d53e9,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,20520,5,5,7,bogo,1,1,1,0,168,1.0,,,2016-10-10,,1,,654,336,336.0,False,180.0,1,,,0,,
546d58ea43274df6875254b4201fd3a4,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,23091,5,20,10,discount,1,1,0,0,240,0.25,,,2016-05-05,,1,,812,408,336.0,True,,0,,,0,,
546d58ea43274df6875254b4201fd3a4,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,35764,5,20,10,discount,1,1,0,0,240,0.25,,,2016-05-05,,1,,812,576,576.0,False,,0,,,0,,
546d58ea43274df6875254b4201fd3a4,2298d6c36e964ae4a3e7e9706d1fb8c2,0,10411,3,7,7,discount,1,1,1,1,168,0.42857142857142855,,,2016-05-05,,1,,812,168,168.0,False,102.0,1,114.0,3.0,1,6.94,0.0
546d58ea43274df6875254b4201fd3a4,4d5c57ea9a6940dd891ad53e9dbe8da0,576,73988,10,10,5,bogo,1,1,1,1,120,1.0,,,2016-05-05,,1,,812,696,696.0,False,588.0,1,618.0,10.0,1,16.53,1.0
546d58ea43274df6875254b4201fd3a4,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,48532,5,5,7,bogo,1,1,1,0,168,1.0,,,2016-05-05,,1,,812,576,576.0,False,,0,,,0,,
546d58ea43274df6875254b4201fd3a4,fafdcd668e3743c1bb461111dcafc2a4,504,61221,2,10,10,discount,1,1,1,1,240,0.2,,,2016-05-05,,1,,812,744,744.0,False,522.0,1,618.0,2.0,1,16.53,1.0
546e724e2f474bea9d1c94c0590a45ef,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,33774,5,20,10,discount,1,1,0,0,240,0.25,M,57.0,2018-07-19,47000.0,0,Q1_저,7,576,576.0,False,432.0,1,,,0,,
546e724e2f474bea9d1c94c0590a45ef,2298d6c36e964ae4a3e7e9706d1fb8c2,576,71952,3,7,7,discount,1,1,1,1,168,0.42857142857142855,M,57.0,2018-07-19,47000.0,0,Q1_저,7,744,744.0,False,606.0,1,,,0,,
546e724e2f474bea9d1c94c0590a45ef,2906b810c7d4411798c6938adc9daaa5,504,59254,2,10,7,discount,1,1,1,0,168,0.2,M,57.0,2018-07-19,47000.0,0,Q1_저,7,672,672.0,False,,0,,,0,,
546e724e2f474bea9d1c94c0590a45ef,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,8435,5,5,7,bogo,1,1,1,0,168,1.0,M,57.0,2018-07-19,47000.0,0,Q1_저,7,168,168.0,True,,0,,,0,,
546e724e2f474bea9d1c94c0590a45ef,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,21112,5,5,7,bogo,1,1,1,0,168,1.0,M,57.0,2018-07-19,47000.0,0,Q1_저,7,336,336.0,False,204.0,1,216.0,5.0,1,9.59,0.0
5473ed61767547b5b6a337872d69dfae,4d5c57ea9a6940dd891ad53e9dbe8da0,408,46652,10,10,5,bogo,1,1,1,1,120,1.0,M,68.0,2016-02-21,77000.0,0,Q3_중상,886,528,528.0,False,408.0,1,426.0,10.0,1,19.56,0.0
5473ed61767547b5b6a337872d69dfae,5a8bc65990b245e5a138643cd4eb9837,168,21236,0,0,3,informational,0,1,1,1,72,,M,68.0,2016-02-21,77000.0,0,Q3_중상,886,240,240.0,False,168.0,1,,,0,,
5473ed61767547b5b6a337872d69dfae,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,8570,5,5,7,bogo,1,1,1,0,168,1.0,M,68.0,2016-02-21,77000.0,0,Q3_중상,886,168,168.0,False,0.0,1,24.0,5.0,1,23.18,0.0
547b2f119694435b9f3ecd92867468dc,3f207df678b143eea3cee63160fa8bed,336,34422,0,0,4,informational,1,1,1,0,96,,,,2016-12-08,,1,,595,432,432.0,False,378.0,1,,,0,,
547b2f119694435b9f3ecd92867468dc,3f207df678b143eea3cee63160fa8bed,504,59901,0,0,4,informational,1,1,1,0,96,,,,2016-12-08,,1,,595,600,600.0,False,516.0,1,,,0,,
547b2f119694435b9f3ecd92867468dc,4d5c57ea9a6940dd891ad53e9dbe8da0,168,21756,10,10,5,bogo,1,1,1,1,120,1.0,,,2016-12-08,,1,,595,288,288.0,False,168.0,1,,,0,,
547b2f119694435b9f3ecd92867468dc,4d5c57ea9a6940dd891ad53e9dbe8da0,408,47180,10,10,5,bogo,1,1,1,1,120,1.0,,,2016-12-08,,1,,595,528,528.0,False,408.0,1,516.0,10.0,1,60.6,0.0
547b2f119694435b9f3ecd92867468dc,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,9088,5,5,7,bogo,1,1,1,0,168,1.0,,,2016-12-08,,1,,595,168,168.0,False,18.0,1,,,0,,
547be58788cf4ae495506d1dcc0cb2fe,4d5c57ea9a6940dd891ad53e9dbe8da0,576,69893,10,10,5,bogo,1,1,1,1,120,1.0,M,64.0,2016-07-01,95000.0,0,Q4_고,755,696,696.0,False,666.0,1,684.0,10.0,1,773.21,0.0
547be58788cf4ae495506d1dcc0cb2fe,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,19044,5,5,7,bogo,1,1,1,0,168,1.0,M,64.0,2016-07-01,95000.0,0,Q4_고,755,336,336.0,False,,0,,,0,,
547be58788cf4ae495506d1dcc0cb2fe,ae264e3637204a6fb9bb56bc8210ddfd,408,44468,10,10,7,bogo,0,1,1,1,168,1.0,M,64.0,2016-07-01,95000.0,0,Q4_고,755,576,576.0,False,,0,,,0,,
547be58788cf4ae495506d1dcc0cb2fe,f19421c1d4aa40978ebb69ca19b0e20d,336,31723,5,5,5,bogo,1,1,1,1,120,1.0,M,64.0,2016-07-01,95000.0,0,Q4_고,755,456,456.0,False,366.0,1,384.0,5.0,1,14.82,0.0
547be58788cf4ae495506d1dcc0cb2fe,fafdcd668e3743c1bb461111dcafc2a4,0,6366,2,10,10,discount,1,1,1,1,240,0.2,M,64.0,2016-07-01,95000.0,0,Q4_고,755,240,240.0,False,0.0,1,6.0,2.0,1,26.32,0.0
548282598f884537b30d6c2cd3173df6,3f207df678b143eea3cee63160fa8bed,336,26235,0,0,4,informational,1,1,1,0,96,,M,75.0,2018-02-01,36000.0,0,Q1_저,175,432,432.0,False,,0,,,0,,
548282598f884537b30d6c2cd3173df6,5a8bc65990b245e5a138643cd4eb9837,504,51719,0,0,3,informational,0,1,1,1,72,,M,75.0,2018-02-01,36000.0,0,Q1_저,175,576,576.0,False,522.0,1,,,0,,
548282598f884537b30d6c2cd3173df6,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,913,5,5,7,bogo,1,1,1,0,168,1.0,M,75.0,2018-02-01,36000.0,0,Q1_저,175,168,168.0,False,,0,,,0,,
548282598f884537b30d6c2cd3173df6,fafdcd668e3743c1bb461111dcafc2a4,408,38967,2,10,10,discount,1,1,1,1,240,0.2,M,75.0,2018-02-01,36000.0,0,Q1_저,175,648,648.0,False,408.0,1,,,0,,
5485849d917a4311b8c28b2dea9ad7e0,2298d6c36e964ae4a3e7e9706d1fb8c2,0,12499,3,7,7,discount,1,1,1,1,168,0.42857142857142855,M,19.0,2014-03-03,53000.0,0,Q2_중하,1606,168,168.0,False,0.0,1,96.0,3.0,1,7.21,0.0
5485849d917a4311b8c28b2dea9ad7e0,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,76128,5,5,7,bogo,1,1,1,0,168,1.0,M,19.0,2014-03-03,53000.0,0,Q2_중하,1606,744,744.0,False,,0,,,0,,
5485849d917a4311b8c28b2dea9ad7e0,ae264e3637204a6fb9bb56bc8210ddfd,168,25186,10,10,7,bogo,0,1,1,1,168,1.0,M,19.0,2014-03-03,53000.0,0,Q2_중하,1606,336,336.0,False,252.0,1,,,0,,
