Order ID,Order Date,State/Province,Region,Country/Region,Category,Segment,Sales,Quantity,Discount,Profit,Order Year
US-2024-153500,2024-07-03,Pennsylvania,East,United States,Furniture,Corporate,282.88800000000003,9,0.2,56.57759999999996,2024
US-2024-128139,2024-07-03,Kentucky,South,United States,Office Supplies,Consumer,294.93,3,0.0,144.5157,2024
US-2024-153500,2024-07-03,Pennsylvania,East,United States,Office Supplies,Corporate,6.720000000000001,2,0.2,2.4359999999999995,2024
US-2024-124268,2024-07-04,New York,East,United States,Office Supplies,Home Office,15.48,3,0.0,4.4891999999999985,2024
US-2024-152513,2024-07-04,California,West,United States,Office Supplies,Home Office,22.848,2,0.2,7.425599999999999,2024
US-2024-154956,2024-07-04,Wisconsin,Central,United States,Technology,Consumer,1099.96,4,0.0,285.9896,2024
US-2024-116750,2024-07-05,North Carolina,South,United States,Furniture,Corporate,4.928000000000001,2,0.2,0.7391999999999994,2024
US-2024-158911,2024-07-05,North Carolina,South,United States,Furniture,Corporate,4.928000000000001,2,0.2,0.7391999999999994,2024
US-2024-130610,2024-07-05,Michigan,Central,United States,Office Supplies,Home Office,19.0,5,0.0,8.93,2024
US-2024-116750,2024-07-05,North Carolina,South,United States,Office Supplies,Corporate,7.230000000000002,5,0.7,-5.784000000000001,2024
US-2024-158911,2024-07-05,North Carolina,South,United States,Office Supplies,Corporate,11.784,3,0.2,4.271699999999999,2024
US-2024-164336,2024-07-05,Pennsylvania,East,United States,Office Supplies,Consumer,38.976,3,0.2,-2.436,2024
US-2024-164336,2024-07-05,Pennsylvania,East,United States,Technology,Consumer,34.800000000000004,3,0.2,2.174999999999999,2024
US-2024-146087,2024-07-06,Massachusetts,East,United States,Furniture,Home Office,301.96,2,0.0,60.391999999999996,2024
US-2024-161627,2024-07-06,California,West,United States,Furniture,Consumer,170.35200000000003,3,0.2,-17.035200000000003,2024
US-2024-108665,2024-07-06,New York,East,United States,Furniture,Corporate,155.82,3,0.0,63.8862,2024
US-2024-108665,2024-07-06,New York,East,United States,Furniture,Corporate,13.96,2,0.0,6.7008,2024
US-2024-116260,2024-07-06,New Jersey,East,United States,Office Supplies,Corporate,11.12,4,0.0,2.8911999999999995,2024
US-2024-108665,2024-07-06,New York,East,United States,Office Supplies,Corporate,601.65,5,0.0,156.42899999999997,2024
US-2024-108665,2024-07-06,New York,East,United States,Technology,Corporate,124.94999999999999,5,0.0,2.4990000000000023,2024
US-2024-129392,2024-07-08,Texas,Central,United States,Office Supplies,Consumer,21.12,5,0.2,6.599999999999999,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Furniture,Consumer,181.96,2,0.0,20.015600000000006,2024
US-2024-123456,2024-07-09,Texas,Central,United States,Office Supplies,Corporate,48.63199999999999,2,0.8,-121.58000000000004,2024
US-2024-153626,2024-07-09,Tennessee,South,United States,Office Supplies,Consumer,5.16,3,0.2,0.8384999999999994,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,79.36,4,0.0,32.537600000000005,2024
US-2024-111094,2024-07-09,Massachusetts,East,United States,Office Supplies,Corporate,122.94,3,0.0,59.01119999999999,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,43.68,6,0.0,21.403200000000002,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,84.09,3,0.0,42.045,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,153.35999999999999,9,0.0,70.54559999999998,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,15.8,4,0.0,5.055999999999999,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,12.39,3,0.0,5.6994,2024
US-2024-111094,2024-07-09,Massachusetts,East,United States,Office Supplies,Corporate,6.58,2,0.0,3.0267999999999997,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Office Supplies,Consumer,98.21,7,0.0,28.480899999999984,2024
US-2024-132626,2024-07-09,Maryland,East,United States,Technology,Consumer,464.97,3,0.0,209.23649999999998,2024
US-2024-135314,2024-07-09,Pennsylvania,East,United States,Technology,Consumer,269.98199999999997,3,0.4,40.497299999999996,2024
US-2024-149384,2024-07-10,Arizona,West,United States,Office Supplies,Consumer,3.366000000000001,3,0.7,-2.243999999999999,2024
US-2024-107020,2024-07-10,California,West,United States,Office Supplies,Consumer,39.92,2,0.2,12.973999999999997,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Furniture,Consumer,341.48799999999994,8,0.3,-73.17599999999999,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Furniture,Consumer,25.344,6,0.2,3.484799999999998,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Furniture,Consumer,289.80000000000007,7,0.2,36.224999999999966,2024
US-2024-136469,2024-07-11,Delaware,East,United States,Furniture,Corporate,199.836,4,0.3,-37.11240000000004,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Office Supplies,Consumer,11.12,5,0.2,0.8339999999999996,2024
US-2024-142419,2024-07-11,Washington,West,United States,Office Supplies,Consumer,98.352,3,0.2,34.42319999999999,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Office Supplies,Consumer,6.480000000000001,4,0.7,-4.751999999999999,2024
US-2024-142237,2024-07-11,Pennsylvania,East,United States,Office Supplies,Consumer,2.5020000000000002,3,0.7,-2.0016,2024
US-2024-136469,2024-07-11,Delaware,East,United States,Office Supplies,Corporate,221.06,7,0.0,103.89819999999997,2024
US-2024-142419,2024-07-11,Washington,West,United States,Office Supplies,Consumer,29.97,3,0.0,13.4865,2024
US-2024-136469,2024-07-11,Delaware,East,United States,Technology,Corporate,716.0,2,0.0,193.32000000000005,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Furniture,Consumer,383.60699999999997,9,0.3,-5.4801000000000215,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Furniture,Consumer,7.76,1,0.6,-2.1340000000000003,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Office Supplies,Consumer,6.911999999999999,3,0.2,0.6912000000000003,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Office Supplies,Consumer,1.9279999999999997,2,0.8,-2.9884000000000004,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Technology,Consumer,537.544,7,0.2,53.754400000000004,2024
US-2024-112711,2024-07-12,Texas,Central,United States,Technology,Consumer,307.168,4,0.2,30.716800000000006,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Technology,Consumer,148.48,2,0.2,16.703999999999986,2024
US-2024-126557,2024-07-12,Illinois,Central,United States,Technology,Consumer,659.1680000000001,4,0.2,49.437599999999975,2024
US-2024-114069,2024-07-13,New York,East,United States,Furniture,Consumer,1931.04,9,0.1,321.8399999999999,2024
US-2024-114069,2024-07-13,New York,East,United States,Office Supplies,Consumer,11.808,2,0.2,4.2804,2024
US-2024-107349,2024-07-13,Texas,Central,United States,Office Supplies,Home Office,41.56799999999999,6,0.8,-66.50880000000004,2024
US-2024-140851,2024-07-13,Georgia,South,United States,Office Supplies,Corporate,38.88,6,0.0,18.6624,2024
US-2024-114069,2024-07-13,New York,East,United States,Office Supplies,Consumer,9.96,2,0.0,4.6812000000000005,2024
US-2024-143364,2024-07-14,Arizona,West,United States,Furniture,Consumer,127.76400000000002,6,0.7,-191.64599999999996,2024
US-2024-143364,2024-07-14,Arizona,West,United States,Furniture,Consumer,441.92,2,0.2,49.715999999999966,2024
US-2024-143364,2024-07-14,Arizona,West,United States,Office Supplies,Consumer,18.496000000000002,4,0.2,6.7048000000000005,2024
US-2024-143364,2024-07-14,Arizona,West,United States,Office Supplies,Consumer,272.736,3,0.2,-64.77480000000001,2024
US-2024-113404,2024-07-16,California,West,United States,Furniture,Corporate,1348.7040000000002,6,0.2,-219.16440000000023,2024
US-2024-113404,2024-07-16,California,West,United States,Furniture,Corporate,700.152,3,0.2,78.76709999999997,2024
US-2024-146948,2024-07-16,Maryland,East,United States,Furniture,Home Office,150.98,1,0.0,43.784199999999984,2024
US-2024-146948,2024-07-16,Maryland,East,United States,Office Supplies,Home Office,137.25,9,0.0,63.13499999999999,2024
US-2024-146948,2024-07-16,Maryland,East,United States,Office Supplies,Home Office,11.52,4,0.0,5.4144,2024
US-2024-166520,2024-07-16,New York,East,United States,Office Supplies,Corporate,80.88,3,0.0,39.6312,2024
US-2024-166520,2024-07-16,New York,East,United States,Technology,Corporate,599.9,10,0.0,191.96799999999996,2024
US-2024-138534,2024-07-17,California,West,United States,Furniture,Consumer,195.466,2,0.15,-13.797600000000017,2024
US-2024-149629,2024-07-17,Florida,South,United States,Furniture,Corporate,231.92000000000002,5,0.2,5.798000000000002,2024
US-2024-121132,2024-07-17,Texas,Central,United States,Office Supplies,Corporate,14.432,4,0.2,3.4276000000000004,2024
US-2024-121132,2024-07-17,Texas,Central,United States,Office Supplies,Corporate,6.264,3,0.2,2.0358,2024
US-2024-122973,2024-07-18,New York,East,United States,Furniture,Consumer,7.38,1,0.0,2.140199999999999,2024
US-2024-159590,2024-07-18,New York,East,United States,Office Supplies,Corporate,5.76,2,0.0,1.6128,2024
US-2024-122973,2024-07-18,New York,East,United States,Office Supplies,Consumer,3.3280000000000003,2,0.2,1.2064000000000001,2024
US-2024-111206,2024-07-18,California,West,United States,Technology,Consumer,519.96,4,0.0,176.78640000000001,2024
US-2024-122973,2024-07-18,New York,East,United States,Technology,Consumer,135.99,1,0.0,36.71730000000001,2024
US-2024-160150,2024-07-19,Arizona,West,United States,Office Supplies,Consumer,2.0250000000000004,1,0.7,-1.3499999999999996,2024
US-2024-122784,2024-07-20,Illinois,Central,United States,Furniture,Consumer,913.4300000000001,5,0.3,-52.19599999999991,2024
US-2024-122784,2024-07-20,Illinois,Central,United States,Furniture,Consumer,384.94399999999996,4,0.3,-126.48159999999999,2024
US-2024-122784,2024-07-20,Illinois,Central,United States,Office Supplies,Consumer,2.879999999999999,5,0.8,-4.4639999999999995,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Office Supplies,Consumer,106.75,7,0.0,49.10499999999999,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Office Supplies,Consumer,26.400000000000002,5,0.0,11.879999999999999,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Office Supplies,Consumer,97.82,2,0.0,45.97539999999999,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Office Supplies,Consumer,34.76,1,0.0,9.732800000000001,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Office Supplies,Consumer,141.4,5,0.0,38.178,2024
US-2024-160472,2024-07-20,Indiana,Central,United States,Technology,Consumer,831.2,5,0.0,124.68000000000004,2024
US-2024-122784,2024-07-20,Illinois,Central,United States,Technology,Consumer,153.584,2,0.2,13.438599999999994,2024
US-2024-120810,2024-07-23,New York,East,United States,Furniture,Home Office,128.82,3,0.0,50.2398,2024
US-2024-120810,2024-07-23,New York,East,United States,Office Supplies,Home Office,68.94,3,0.0,20.681999999999995,2024
US-2024-124044,2024-07-23,New York,East,United States,Office Supplies,Consumer,10.512,3,0.2,3.6792,2024
US-2024-103135,2024-07-24,Kentucky,South,United States,Furniture,Home Office,20.94,3,0.0,6.072599999999999,2024
US-2024-103135,2024-07-24,Kentucky,South,United States,Office Supplies,Home Office,135.09,9,0.0,62.14139999999999,2024
US-2024-103135,2024-07-24,Kentucky,South,United States,Office Supplies,Home Office,90.06,6,0.0,41.42759999999999,2024
US-2024-103135,2024-07-24,Kentucky,South,United States,Technology,Home Office,279.85999999999996,14,0.0,64.36779999999999,2024
US-2024-148635,2024-07-25,Washington,West,United States,Furniture,Consumer,704.9,5,0.0,56.392000000000024,2024
US-2024-148635,2024-07-25,Washington,West,United States,Furniture,Consumer,561.5680000000001,2,0.2,28.078400000000016,2024
US-2024-154291,2024-07-25,Alabama,South,United States,Furniture,Corporate,358.58,2,0.0,39.44380000000001,2024
US-2024-150161,2024-07-25,Pennsylvania,East,United States,Office Supplies,Home Office,25.176000000000005,4,0.7,-18.462400000000002,2024
US-2024-154291,2024-07-25,Alabama,South,United States,Office Supplies,Corporate,98.46,9,0.0,49.23,2024
US-2024-148635,2024-07-25,Washington,West,United States,Office Supplies,Consumer,9.42,2,0.0,0.4710000000000001,2024
US-2024-148635,2024-07-25,Washington,West,United States,Office Supplies,Consumer,12.96,2,0.0,6.2208000000000006,2024
US-2024-139248,2024-07-25,California,West,United States,Technology,Consumer,623.96,5,0.2,38.9975,2024
US-2024-127754,2024-07-26,Arizona,West,United States,Furniture,Corporate,266.35200000000003,3,0.2,13.317599999999985,2024
US-2024-140200,2024-07-26,Arizona,West,United States,Furniture,Consumer,393.165,3,0.5,-204.44580000000005,2024
US-2024-148180,2024-07-26,California,West,United States,Office Supplies,Corporate,99.2,5,0.0,25.792,2024
US-2024-148180,2024-07-26,California,West,United States,Office Supplies,Corporate,9.144,3,0.2,3.0860999999999996,2024
US-2024-148180,2024-07-26,California,West,United States,Office Supplies,Corporate,23.136000000000003,6,0.2,8.3868,2024
US-2024-136735,2024-07-26,California,West,United States,Office Supplies,Consumer,167.86,2,0.0,78.8942,2024
US-2024-143700,2024-07-26,Pennsylvania,East,United States,Office Supplies,Consumer,10.368000000000002,2,0.2,3.6288,2024
US-2024-129553,2024-07-27,Kentucky,South,United States,Technology,Consumer,29.97,3,0.0,0.29969999999999963,2024
US-2024-164966,2024-07-30,Minnesota,Central,United States,Furniture,Home Office,155.88,6,0.0,38.970000000000006,2024
US-2024-155334,2024-07-30,California,West,United States,Furniture,Consumer,5.28,3,0.0,2.3232000000000004,2024
US-2024-155334,2024-07-30,California,West,United States,Office Supplies,Consumer,10.92,3,0.2,4.094999999999999,2024
US-2024-132507,2024-07-30,Texas,Central,United States,Office Supplies,Corporate,61.792,4,0.2,6.179200000000002,2024
US-2024-155334,2024-07-30,California,West,United States,Technology,Consumer,209.92999999999998,7,0.0,92.36920000000002,2024
US-2024-124891,2024-07-31,New York,East,United States,Furniture,Consumer,1090.782,7,0.4,-290.8752,2024
US-2024-124891,2024-07-31,New York,East,United States,Office Supplies,Consumer,19.44,3,0.0,9.3312,2024
US-2024-111017,2024-07-31,Missouri,Central,United States,Office Supplies,Corporate,52.59,3,0.0,15.776999999999996,2024
US-2024-124891,2024-07-31,New York,East,United States,Technology,Consumer,2309.65,7,0.0,762.1844999999998,2024
US-2024-164427,2024-07-31,Mississippi,South,United States,Technology,Corporate,239.70000000000002,6,0.0,105.46800000000002,2024
US-2024-153388,2024-08-01,California,West,United States,Furniture,Home Office,1004.9760000000001,6,0.2,-175.8708000000001,2024
US-2024-153388,2024-08-01,California,West,United States,Office Supplies,Home Office,6.72,4,0.0,3.36,2024
US-2024-122406,2024-08-02,Rhode Island,East,United States,Furniture,Home Office,110.98,1,0.0,15.537199999999999,2024
US-2024-112767,2024-08-02,Oregon,West,United States,Furniture,Consumer,277.5,4,0.5,-188.7,2024
US-2024-147501,2024-08-02,Washington,West,United States,Office Supplies,Consumer,6.368,2,0.2,2.1492,2024
US-2024-122406,2024-08-02,Rhode Island,East,United States,Office Supplies,Home Office,8.4,2,0.0,4.116,2024
US-2024-122406,2024-08-02,Rhode Island,East,United States,Technology,Home Office,199.98,2,0.0,83.9916,2024
US-2024-147501,2024-08-02,Washington,West,United States,Technology,Consumer,558.4,2,0.2,41.880000000000024,2024
US-2024-122406,2024-08-02,Rhode Island,East,United States,Technology,Home Office,128.85000000000002,3,0.0,3.8654999999999973,2024
US-2024-112214,2024-08-05,Texas,Central,United States,Furniture,Corporate,14.76,5,0.6,-11.439000000000004,2024
US-2024-112214,2024-08-05,Texas,Central,United States,Office Supplies,Corporate,1.3619999999999997,1,0.8,-2.1792000000000007,2024
US-2024-112214,2024-08-05,Texas,Central,United States,Office Supplies,Corporate,33.48800000000001,7,0.2,-1.2558000000000051,2024
US-2024-112214,2024-08-05,Texas,Central,United States,Office Supplies,Corporate,23.04,3,0.2,-4.895999999999999,2024
US-2024-135251,2024-08-06,Texas,Central,United States,Furniture,Corporate,369.19919999999996,3,0.32,-114.01739999999995,2024
US-2024-135251,2024-08-06,Texas,Central,United States,Office Supplies,Corporate,6.229999999999999,5,0.8,-9.656500000000005,2024
US-2024-135251,2024-08-06,Texas,Central,United States,Office Supplies,Corporate,35.52,3,0.2,13.320000000000002,2024
US-2024-135251,2024-08-06,Texas,Central,United States,Office Supplies,Corporate,56.704,2,0.2,19.137599999999992,2024
US-2024-160794,2024-08-06,Texas,Central,United States,Office Supplies,Corporate,27.216,3,0.2,9.865799999999998,2024
US-2024-124219,2024-08-07,Missouri,Central,United States,Furniture,Consumer,212.94,3,0.0,34.0704,2024
US-2024-117492,2024-08-07,Maryland,East,United States,Office Supplies,Corporate,77.58,9,0.0,20.1708,2024
US-2024-138331,2024-08-07,Pennsylvania,East,United States,Office Supplies,Consumer,106.8,10,0.2,10.679999999999996,2024
US-2024-141936,2024-08-07,California,West,United States,Office Supplies,Home Office,19.152,3,0.2,6.463800000000001,2024
US-2024-124219,2024-08-07,Missouri,Central,United States,Office Supplies,Consumer,28.4,4,0.0,13.063999999999998,2024
US-2024-163895,2024-08-07,Idaho,West,United States,Office Supplies,Corporate,3.3040000000000003,1,0.2,1.1151,2024
US-2024-163237,2024-08-07,Virginia,South,United States,Office Supplies,Corporate,25.06,2,0.0,11.778199999999998,2024
US-2024-163237,2024-08-07,Virginia,South,United States,Technology,Corporate,494.97,3,0.0,148.49099999999996,2024
US-2024-168564,2024-08-08,California,West,United States,Furniture,Consumer,144.784,1,0.2,10.858800000000002,2024
US-2024-129322,2024-08-08,Massachusetts,East,United States,Office Supplies,Consumer,113.92,2,0.0,33.036799999999985,2024
US-2024-129322,2024-08-08,Massachusetts,East,United States,Office Supplies,Consumer,39.66,2,0.0,11.897999999999996,2024
US-2024-129322,2024-08-08,Massachusetts,East,United States,Office Supplies,Consumer,447.85999999999996,7,0.0,210.49419999999998,2024
US-2024-168564,2024-08-08,California,West,United States,Office Supplies,Consumer,7.28,2,0.2,2.7299999999999995,2024
US-2024-168564,2024-08-08,California,West,United States,Office Supplies,Consumer,6.6080000000000005,2,0.2,2.2302,2024
US-2024-127544,2024-08-08,New York,East,United States,Technology,Consumer,79.99,1,0.0,28.7964,2024
CA-2024-129322,2024-08-08,Ontario,East,Canada,Office Supplies,Consumer,7.28,2,0.2,2.7299999999999995,2024
CA-2024-129322,2024-08-08,Ontario,East,Canada,Office Supplies,Consumer,6.6080000000000005,2,0.2,2.2302,2024
CA-2024-129322,2024-08-08,Ontario,East,Canada,Office Supplies,Consumer,144.784,1,0.2,10.858800000000002,2024
US-2024-103954,2024-08-09,Wisconsin,Central,United States,Furniture,Home Office,687.4,5,0.0,48.11799999999998,2024
US-2024-128013,2024-08-09,New York,East,United States,Furniture,Corporate,10.02,3,0.0,4.408800000000001,2024
US-2024-131338,2024-08-09,New York,East,United States,Furniture,Consumer,6.16,2,0.0,2.9568,2024
US-2024-131338,2024-08-09,New York,East,United States,Furniture,Consumer,47.04,3,0.0,18.345599999999997,2024
US-2024-131338,2024-08-09,New York,East,United States,Furniture,Consumer,382.806,9,0.4,-153.12239999999997,2024
US-2024-163055,2024-08-09,Michigan,Central,United States,Furniture,Corporate,622.4499999999999,5,0.0,136.939,2024
US-2024-163055,2024-08-09,Michigan,Central,United States,Office Supplies,Corporate,2.2,1,0.0,0.9680000000000002,2024
US-2024-131338,2024-08-09,New York,East,United States,Office Supplies,Consumer,1217.568,2,0.2,456.588,2024
US-2024-131338,2024-08-09,New York,East,United States,Office Supplies,Consumer,10.649999999999999,3,0.0,5.0055,2024
US-2024-155453,2024-08-09,Florida,South,United States,Office Supplies,Corporate,4.608,2,0.2,1.6704,2024
US-2024-131338,2024-08-09,New York,East,United States,Office Supplies,Consumer,143.7,3,0.0,68.976,2024
US-2024-128013,2024-08-09,New York,East,United States,Office Supplies,Corporate,144.12,3,0.0,69.17759999999998,2024
US-2024-131338,2024-08-09,New York,East,United States,Office Supplies,Consumer,41.96,2,0.0,2.937199999999997,2024
US-2024-163055,2024-08-09,Michigan,Central,United States,Office Supplies,Corporate,21.98,1,0.0,0.21979999999999933,2024
US-2024-131338,2024-08-09,New York,East,United States,Technology,Consumer,247.8,4,0.0,34.69200000000001,2024
US-2024-131338,2024-08-09,New York,East,United States,Technology,Consumer,979.95,5,0.0,274.3860000000001,2024
US-2024-131338,2024-08-09,New York,East,United States,Technology,Consumer,307.98,2,0.0,89.31419999999997,2024
US-2024-156496,2024-08-10,Oregon,West,United States,Office Supplies,Consumer,133.472,4,0.2,15.015599999999985,2024
US-2024-130022,2024-08-10,Minnesota,Central,United States,Office Supplies,Home Office,29.79,3,0.0,12.511800000000001,2024
US-2024-121699,2024-08-10,Michigan,Central,United States,Office Supplies,Consumer,64.75,5,0.0,29.137499999999996,2024
US-2024-130022,2024-08-10,Minnesota,Central,United States,Office Supplies,Home Office,41.4,4,0.0,19.872,2024
US-2024-130022,2024-08-10,Minnesota,Central,United States,Office Supplies,Home Office,3.75,1,0.0,1.7999999999999998,2024
US-2024-156496,2024-08-10,Oregon,West,United States,Technology,Consumer,438.36800000000005,4,0.2,38.357200000000006,2024
US-2024-156496,2024-08-10,Oregon,West,United States,Technology,Consumer,139.94400000000002,7,0.2,-31.4874,2024
US-2024-119634,2024-08-11,North Carolina,South,United States,Furniture,Consumer,46.152,3,0.2,12.114900000000002,2024
US-2024-156797,2024-08-11,New York,East,United States,Office Supplies,Home Office,11.96,2,0.0,3.1096000000000004,2024
US-2024-156797,2024-08-11,New York,East,United States,Technology,Home Office,138.0,2,0.0,34.5,2024
US-2024-148495,2024-08-13,California,West,United States,Furniture,Consumer,31.56,3,0.0,10.4148,2024
US-2024-133396,2024-08-13,North Carolina,South,United States,Office Supplies,Corporate,64.68,7,0.2,8.084999999999997,2024
US-2024-112014,2024-08-13,California,West,United States,Office Supplies,Corporate,50.8,5,0.0,13.208000000000002,2024
US-2024-150441,2024-08-13,Indiana,Central,United States,Office Supplies,Consumer,11.36,4,0.0,5.5664,2024
US-2024-120516,2024-08-13,Georgia,South,United States,Office Supplies,Consumer,5.64,3,0.0,2.7071999999999994,2024
US-2024-169656,2024-08-13,Pennsylvania,East,United States,Office Supplies,Consumer,422.856,3,0.2,15.857099999999974,2024
US-2024-142454,2024-08-15,California,West,United States,Furniture,Consumer,104.23,7,0.0,28.142100000000006,2024
US-2024-162369,2024-08-15,California,West,United States,Office Supplies,Corporate,323.1,2,0.0,61.38900000000001,2024
US-2024-142454,2024-08-15,California,West,United States,Office Supplies,Consumer,70.26,3,0.0,18.9702,2024
US-2024-164238,2024-08-16,Pennsylvania,East,United States,Furniture,Consumer,301.46999999999997,3,0.5,-204.99959999999996,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Furniture,Corporate,254.35200000000003,3,0.2,0.0,2024
US-2024-128090,2024-08-16,Arizona,West,United States,Office Supplies,Consumer,2.304,1,0.2,0.2592,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Office Supplies,Corporate,3.762,3,0.7,-2.758799999999999,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Office Supplies,Corporate,2.7240000000000006,2,0.7,-1.9067999999999996,2024
US-2024-128090,2024-08-16,Arizona,West,United States,Office Supplies,Consumer,5.04,2,0.2,1.764,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Office Supplies,Corporate,10.272000000000002,3,0.2,3.209999999999998,2024
US-2024-128090,2024-08-16,Arizona,West,United States,Office Supplies,Consumer,313.024,8,0.2,105.64559999999997,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Office Supplies,Corporate,10.368000000000002,2,0.2,3.6288,2024
US-2024-164238,2024-08-16,Pennsylvania,East,United States,Office Supplies,Consumer,44.688,7,0.2,3.3515999999999977,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Technology,Corporate,31.176000000000002,3,0.2,-5.4558000000000035,2024
US-2024-128090,2024-08-16,Arizona,West,United States,Technology,Consumer,1879.96,5,0.2,211.49549999999977,2024
US-2024-126753,2024-08-16,Pennsylvania,East,United States,Technology,Corporate,519.792,4,0.4,-112.62159999999994,2024
US-2024-119627,2024-08-17,Arizona,West,United States,Office Supplies,Consumer,10.272000000000002,3,0.2,1.1555999999999984,2024
US-2024-111297,2024-08-17,Massachusetts,East,United States,Office Supplies,Corporate,52.199999999999996,9,0.0,23.49,2024
US-2024-119627,2024-08-17,Arizona,West,United States,Office Supplies,Consumer,36.28800000000001,7,0.2,12.700800000000001,2024
US-2024-119627,2024-08-17,Arizona,West,United States,Technology,Consumer,252.8,4,0.2,-31.600000000000037,2024
US-2024-119627,2024-08-17,Arizona,West,United States,Technology,Consumer,30.080000000000002,2,0.2,-5.264,2024
US-2024-130456,2024-08-21,California,West,United States,Furniture,Corporate,586.398,6,0.15,34.49399999999997,2024
US-2024-144267,2024-08-21,California,West,United States,Furniture,Home Office,544.008,3,0.2,40.8006,2024
US-2024-154823,2024-08-21,Ohio,East,United States,Furniture,Corporate,598.458,3,0.3,-42.74699999999996,2024
US-2024-154823,2024-08-21,Ohio,East,United States,Furniture,Corporate,25.983999999999998,1,0.2,-3.8976000000000015,2024
US-2024-122168,2024-08-21,Kentucky,South,United States,Office Supplies,Corporate,35.76,12,0.0,10.0128,2024
US-2024-122168,2024-08-21,Kentucky,South,United States,Office Supplies,Corporate,17.52,3,0.0,8.234399999999999,2024
US-2024-154823,2024-08-21,Ohio,East,United States,Office Supplies,Corporate,12.828000000000001,2,0.7,-8.979599999999998,2024
US-2024-130512,2024-08-21,Pennsylvania,East,United States,Office Supplies,Home Office,99.58800000000001,2,0.7,-82.98999999999998,2024
US-2024-144267,2024-08-21,California,West,United States,Office Supplies,Home Office,59.94,3,0.0,28.171799999999998,2024
US-2024-144267,2024-08-21,California,West,United States,Office Supplies,Home Office,23.92,4,0.0,11.7208,2024
US-2024-130512,2024-08-21,Pennsylvania,East,United States,Office Supplies,Home Office,49.568000000000005,2,0.2,15.489999999999997,2024
US-2024-144267,2024-08-21,California,West,United States,Office Supplies,Home Office,4.28,1,0.0,1.9259999999999997,2024
US-2024-130456,2024-08-21,California,West,United States,Office Supplies,Corporate,80.98,1,0.0,3.2391999999999967,2024
US-2024-130512,2024-08-21,Pennsylvania,East,United States,Office Supplies,Home Office,663.072,6,0.2,-165.768,2024
US-2024-130512,2024-08-21,Pennsylvania,East,United States,Office Supplies,Home Office,3.4880000000000004,2,0.2,-0.6976000000000007,2024
US-2024-130512,2024-08-21,Pennsylvania,East,United States,Technology,Home Office,21.728,4,0.2,3.8024000000000004,2024
US-2024-129854,2024-08-22,New York,East,United States,Office Supplies,Home Office,16.52,4,0.0,7.5992,2024
US-2024-132080,2024-08-22,New York,East,United States,Office Supplies,Corporate,50.112,6,0.2,16.2864,2024
US-2024-114468,2024-08-23,Illinois,Central,United States,Office Supplies,Consumer,5.767999999999999,2,0.8,-13.554800000000004,2024
US-2024-165624,2024-08-23,Georgia,South,United States,Office Supplies,Consumer,542.9399999999999,3,0.0,152.02319999999997,2024
US-2024-165624,2024-08-23,Georgia,South,United States,Office Supplies,Consumer,25.86,3,0.0,6.7236,2024
US-2024-114468,2024-08-23,Illinois,Central,United States,Office Supplies,Consumer,12.032,8,0.2,2.2559999999999993,2024
US-2024-165624,2024-08-23,Georgia,South,United States,Office Supplies,Consumer,8.64,3,0.0,4.2336,2024
US-2024-114468,2024-08-23,Illinois,Central,United States,Office Supplies,Consumer,10.368000000000002,2,0.2,3.6288,2024
US-2024-165624,2024-08-23,Georgia,South,United States,Office Supplies,Consumer,193.79999999999998,5,0.0,94.962,2024
US-2024-165624,2024-08-23,Georgia,South,United States,Office Supplies,Consumer,97.88,2,0.0,48.94,2024
