order_id,customer_id,product_id,quantity,amount,channel,order_date
O01148,C0438,P038,2,99800.0,web,2025/03/17
O01149,C0248,P060,3,269700.0,app,20250524
O01150,C0247,P012,3,89700.0,web,2025-04-11
O01151,C0155,P039,2,39800.0,web,2025/05/05
O01152,C0034,P018,1,89900.0,APP,20250116
O01153,C0499,P002,2,179800.0,app,2025-02-24
O01154,C0129,P010,2,19800.0,web,2025/04/05
O01155,C0160,P015,2,259800.0,web,20250320
O01156,C0089,P030,1,9900.0,web,2025-03-18
O01157,C0093,P044,1,9900.0,app,2025/02/09
O01158,C0327,P058,2,399800.0,app,20250121
O01159,C0241,P017,2,179800.0,app,2025-03-07
O01160,C0323,P004,2,259800.0,web,2025/05/16
O01161,C0468,P007,2,59800.0,web,20250110
O01162,C0404,P041,3,269700.0,APP,2025-05-12
O01163,C0117,P031,1,29900.0,APP,2025/02/12
O01164,C0094,P051,1,129900.0,app,20250415
O01165,C0163,P060,2,179800.0,web,2025-03-04
O01166,C0099,P059,2,179800.0,app,2025/06/20
O01167,C0113,P055,1,129900.0,app,20250323
O01168,C0359,P039,1,19900.0,app,2025-02-20
O01169,C0091,P055,1,129900.0,app,2025/02/25
O01170,C0346,P034,1,9900.0,web,20250620
O01171,C0206,P006,2,19800.0,web,2025-06-01
O01172,C0017,P050,3,29700.0,web,2025/02/03
O01173,C0274,P038,1,49900.0,app ,20250228
O01174,C0173,P045,1,199900.0,app,2025-05-10
O01175,C0116,P058,2,399800.0,app,2025/05/10
O01176,C0349,P051,2,259800.0,web,20250518
O01177,C0468,P034,1,9900.0,app ,2025-05-31
O01178,C0181,P044,1,9900.0,app,2025/05/23
O01179,C0091,P015,2,259800.0,web,20250428
O01180,C0082,P014,2,99800.0,app,2025-05-08
O01181,C0324,P006,2,19800.0,web,2025/01/17
O01182,C0449,P050,1,9900.0,web,20250323
O01183,C0114,P037,2,99800.0,web,2025-01-14
O01184,C0257,P050,3,29700.0,app ,2025/03/22
O01185,C0058,P032,1,129900.0,app ,20250503
O01186,C0154,P003,3,599700.0,web,2025-01-16
O01187,C0365,P003,1,199900.0,app,2025/02/01
O01188,C0404,P022,2,19800.0,app,20250123
O01189,C0116,P022,1,9900.0,app,2025-04-12
O01190,C0343,P010,2,19800.0,web,2025/06/11
O01191,C0266,P051,1,129900.0,app,20250408
O01192,C0315,P003,2,399800.0,app,2025-05-24
O01193,C0203,P012,1,29900.0,web,2025/06/11
O01194,C0041,P029,1,29900.0,web,20250414
O01195,C0105,P048,1,89900.0,app,2025-05-06
O01196,C0389,P017,1,89900.0,web,2025/06/10
O01197,C0378,P007,2,59800.0,APP,20250309
O01198,C0193,P013,1,199900.0,web,2025-06-20
O01199,C0401,P056,1,19900.0,APP,2025/03/05
O01200,C0278,P002,2,179800.0,web,20250312
O01201,C0354,P004,1,129900.0,web,2025-01-18
O01202,C0237,P010,1,9900.0,web,2025/04/23
O01203,C0425,P039,3,59700.0,app,20250505
O01204,C0221,P024,1,49900.0,app,2025-05-07
O01205,C0068,P017,1,89900.0,web,2025/03/02
O01206,C0197,P052,1,49900.0,web,20250316
O01207,C0256,P006,2,19800.0,app,2025-04-17
O01208,C0139,P019,2,99800.0,app,2025/05/28
O01209,C0312,P005,2,399800.0,app,20250519
O01210,C0435,P032,1,,web,2025-06-23
O01211,C0149,P010,1,9900.0,app,2025/03/22
O01212,C0099,P009,2,399800.0,app,20250416
O01213,C0076,P027,2,59800.0,APP,2025-01-28
O01214,C0282,P013,2,399800.0,app,2025/06/25
O01215,C0371,P019,1,49900.0,web,20250612
O01216,C0403,P021,2,259800.0,web,2025-01-08
O01217,C0109,P024,1,49900.0,app,2025/04/01
O01218,C0188,P038,2,99800.0,app,20250530
O01219,C0199,P004,2,259800.0,app,2025-05-01
O01220,C0303,P024,2,99800.0,app,2025/06/01
O01221,C0327,P059,2,179800.0,app,20250307
O01222,C0154,P035,2,99800.0,web,2025-04-05
O01223,C0040,P003,2,399800.0,web,2025/03/05
O01224,C0133,P004,2,259800.0,web,20250306
O01225,C0405,P057,1,89900.0,web,2025-05-05
O01226,C0462,P037,1,49900.0,app,2025/01/14
O01227,C0132,P040,2,19800.0,web,20250125
O01228,C0279,P048,3,269700.0,web,2025-04-10
O01229,C0362,P054,1,29900.0,web,2025/04/15
O01230,C0084,P035,1,49900.0,web,20250511
O01231,C0399,P031,1,29900.0,web,2025-05-13
O01232,C0242,P056,2,39800.0,app,2025/03/06
O01233,C0116,P044,1,9900.0,web,20250119
O01234,C0109,P025,1,9900.0,app,2025-04-16
O01235,C0221,P040,3,29700.0,app,2025/02/23
O01236,C0392,P013,3,599700.0,APP,20250518
O01237,C0041,P004,2,259800.0,web,2025-05-24
O01238,C0368,P046,2,399800.0,web,2025/04/14
O01239,C0147,P014,1,49900.0,web,20250623
O01240,C0112,P013,2,399800.0,app,2025-06-06
O01241,C0103,P027,3,,app ,2025/01/15
O01242,C0046,P006,3,29700.0,app,20250217
O01243,C0412,P017,1,89900.0,app,2025-05-19
O01244,C0494,P036,1,29900.0,web,2025/02/03
O01245,C0475,P040,1,9900.0,app,20250613
O01246,C0324,P049,1,129900.0,web,2025-06-07
O01247,C0378,P035,1,49900.0,app,2025/04/09
O01248,C0271,P017,1,89900.0,app,20250119
O01249,C0483,P041,1,89900.0,web,2025-03-11
O01250,C0421,P002,1,89900.0,web,2025/04/25
O01251,C0385,P057,2,179800.0,app,20250610
O01252,C0195,P013,1,199900.0,web,2025-04-06
O01253,C0367,P052,1,49900.0,web,2025/03/16
O01254,C0280,P002,1,89900.0,web,20250530
O01255,C0283,P052,1,49900.0,web,2025-02-05
O01256,C0040,P028,2,179800.0,app,2025/05/31
O01257,C0447,P043,1,129900.0,app,20250304
O01258,C0189,P059,1,89900.0,app,2025-06-03
O01259,C0164,P026,1,129900.0,web,2025/04/03
O01260,C0482,P022,1,9900.0,app,20250105
O01261,C0477,P047,2,399800.0,app,2025-06-15
O01262,C0024,P043,1,129900.0,web,2025/01/25
O01263,C0024,P055,2,259800.0,web,20250408
O01264,C0490,P003,1,199900.0,app,2025-01-12
O01265,C0004,P035,3,149700.0,web,2025/05/30
O01266,C0323,P060,1,89900.0,web,20250517
O01267,C0290,P058,3,599700.0,web,2025-03-25
O01268,C0441,P012,2,59800.0,web,2025/01/29
O01269,C0433,P024,3,149700.0,web,20250621
O01270,C0471,P005,2,399800.0,web,2025-04-19
O01271,C0181,P020,1,9900.0,app,2025/01/27
O01272,C0248,P039,2,39800.0,web,20250224
O01273,C0116,P039,2,39800.0,app,2025-05-13
O01274,C0279,P013,2,399800.0,web,2025/02/21
O01275,C0365,P041,2,179800.0,APP,20250113
O01276,C0069,P057,3,269700.0,APP,2025-02-11
O01277,C0351,P053,3,89700.0,app,2025/05/23
O01278,C0254,P045,3,599700.0,app ,20250320
O01279,C0181,P012,2,59800.0,app,2025-01-18
O01280,C0318,P013,3,599700.0,app,2025/02/19
O01281,C0169,P056,2,39800.0,web,20250102
O01282,C0313,P010,2,19800.0,web,2025-03-28
O01283,C0249,P033,1,,app,2025/04/17
O01284,C0188,P057,1,89900.0,web,20250521
O01285,C0054,P040,2,19800.0,app,2025-02-16
O01286,C0326,P054,2,59800.0,app,2025/03/30
O01287,C0357,P016,1,129900.0,web,20250627
O01288,C0313,P045,1,199900.0,app,2025-01-12
O01289,C0138,P035,1,49900.0,web,2025/01/13
O01290,C0168,P003,2,399800.0,web,20250517
O01291,C0391,P056,1,19900.0,app,2025-02-28
O01292,C0103,P005,1,199900.0,web,2025/06/22
O01293,C0422,P026,1,129900.0,app,20250212
O01294,C0085,P011,2,99800.0,app,2025-03-15
O01295,C0317,P007,2,59800.0,web,2025/01/23
O01296,C0212,P053,1,29900.0,app,20250320
O01297,C0003,P056,1,19900.0,app,2025-06-22
O01298,C0384,P010,2,19800.0,web,2025/01/23
O01299,C0179,P042,1,129900.0,web,20250411
O01300,C0342,P052,3,149700.0,app,2025-06-11
O01301,C0303,P034,2,19800.0,app,2025/05/24
O01302,C0452,P003,1,199900.0,web,20250419
O01303,C0476,P008,2,99800.0,web,2025-06-28
O01304,C0332,P031,2,59800.0,app,2025/04/21
O01305,C0038,P011,3,149700.0,app,20250609
O01306,C0499,P045,1,199900.0,web,2025-06-15
O01307,C0420,P007,2,59800.0,app,2025/01/17
O01308,C0239,P045,1,199900.0,app,20250327
O01309,C0169,P002,1,89900.0,app,2025-02-08
O01310,C0453,P006,1,9900.0,web,2025/02/10
O01311,C0397,P041,2,179800.0,app,20250217
O01312,C0343,P032,3,389700.0,web,2025-06-05
O01313,C0314,P020,1,9900.0,APP,2025/03/18
O01314,C0306,P057,1,89900.0,app,20250627
O01315,C0030,P034,1,,app,2025-01-01
O01316,C0190,P050,2,19800.0,app,2025/04/27
O01317,C0357,P016,2,259800.0,web,20250627
O01318,C0025,P025,3,29700.0,app ,2025-01-19
O01319,C0112,P012,1,29900.0,web,2025/02/28
O01320,C0411,P007,1,29900.0,app,20250417
O01321,C0435,P039,1,19900.0,web,2025-06-18
O01322,C0206,P017,1,89900.0,web,2025/05/18
O01323,C0185,P045,2,399800.0,app,20250128
O01324,C0382,P011,3,149700.0,app,2025-02-03
O01325,C0496,P006,2,19800.0,app,2025/02/08
O01326,C0379,P023,2,19800.0,app,20250506
O01327,C0047,P027,2,59800.0,web,2025-03-24
O01328,C0374,P046,1,199900.0,app ,2025/04/16
O01329,C0228,P006,2,19800.0,web,20250629
O01330,C0039,P038,3,149700.0,app,2025-04-20
O01331,C0016,P002,1,89900.0,app,2025/05/01
O01332,C0022,P022,2,19800.0,web,20250417
O01333,C0213,P020,1,9900.0,web,2025-05-11
O01334,C0310,P025,3,29700.0,web,2025/01/23
O01335,C0149,P015,3,389700.0,web,20250525
O01336,C0456,P060,1,89900.0,web,2025-03-12
O01337,C0241,P049,1,129900.0,web,2025/06/03
O01338,C0272,P029,2,,web,20250417
O01339,C0059,P008,2,99800.0,app,2025-05-26
O01340,C0287,P037,3,149700.0,app,2025/02/15
O01341,C0426,P049,1,129900.0,web,20250311
O01342,C0202,P052,1,49900.0,web,2025-01-31
O01343,C0032,P033,1,129900.0,web,2025/04/03
O01344,C0443,P022,1,9900.0,app,20250517
O01345,C0162,P050,3,29700.0,app,2025-04-28
O01346,C0255,P047,1,199900.0,app,2025/06/12
O01347,C0254,P005,1,199900.0,app,20250322
O01348,C0009,P039,1,19900.0,app,2025-03-01
O01349,C0465,P018,1,89900.0,app,2025/03/17
O01350,C0139,P038,1,49900.0,web,20250304
O01351,C0480,P054,1,29900.0,app,2025-04-10
O01352,C0010,P053,1,29900.0,app ,2025/06/29
O01353,C0214,P037,2,99800.0,app,20250217
O01354,C0273,P030,2,19800.0,app,2025-06-01
O01355,C0324,P051,1,129900.0,web,2025/03/15
O01356,C0048,P031,2,59800.0,app ,20250227
O01357,C0436,P010,1,9900.0,web,2025-01-30
O01358,C0111,P015,3,389700.0,web,2025/06/06
O01359,C0153,P042,2,259800.0,web,20250110
O01360,C0123,P059,3,269700.0,APP,2025-02-08
O01361,C0405,P048,2,179800.0,app,2025/02/24
O01362,C0357,P044,2,19800.0,app ,20250128
O01363,C0102,P018,2,179800.0,app,2025-05-26
O01364,C0241,P023,1,9900.0,app,2025/06/18
O01365,C0321,P033,2,259800.0,app ,20250428
O01366,C0191,P016,1,129900.0,APP,2025-04-24
O01367,C0217,P054,3,89700.0,app,2025/03/16
O01368,C0051,P038,2,99800.0,web,20250306
O01369,C0292,P035,3,149700.0,app,2025-03-22
O01370,C0081,P034,1,9900.0,APP,2025/04/10
O01371,C0489,P028,1,89900.0,app,20250410
O01372,C0383,P002,2,179800.0,app,2025-02-15
O01373,C0088,P030,1,9900.0,app ,2025/03/01
O01374,C0194,P013,1,199900.0,app,20250517
O01375,C0104,P041,1,89900.0,app,2025-06-22
O01376,C0271,P016,2,259800.0,app,2025/06/05
O01377,C0096,P059,3,269700.0,web,20250407
O01378,C0423,P005,1,199900.0,app,2025-01-03
O01379,C0379,P055,2,259800.0,app,2025/06/28
O01380,C0198,P028,2,179800.0,app,20250516
O01381,C0001,P053,2,59800.0,app,2025-04-24
O01382,C0495,P039,3,59700.0,web,2025/04/26
O01383,C0407,P045,1,199900.0,web,20250227
O01384,C0378,P020,2,19800.0,app,2025-03-11
O01385,C0167,P024,2,99800.0,app,2025/04/03
O01386,C0126,P027,1,29900.0,web,20250520
O01387,C0313,P030,3,29700.0,web,2025-05-17
O01388,C0081,P058,2,399800.0,app,2025/04/15
O01389,C0418,P045,2,399800.0,web,20250218
O01390,C0251,P027,3,89700.0,web,2025-03-24
O01391,C0169,P026,2,259800.0,web,2025/01/17
O01392,C0477,P007,2,59800.0,app,20250223
O01393,C0073,P042,1,129900.0,app,2025-04-22
O01394,C0141,P047,2,399800.0,web,2025/06/21
O01395,C0070,P053,3,89700.0,app,20250609
O01396,C0262,P059,1,89900.0,web,2025-06-12
O01397,C0340,P038,1,49900.0,web,2025/02/18
O01398,C0308,P005,2,399800.0,web,20250524
O01399,C0245,P023,1,9900.0,web,2025-03-26
O01400,C0003,P028,2,179800.0,web,2025/01/12
O01401,C0337,P034,1,9900.0,web,20250506
O01402,C0063,P053,1,29900.0,app,2025-04-08
O01403,C0049,P015,2,259800.0,app,2025/05/16
O01404,C0076,P032,1,129900.0,app,20250529
O01405,C0368,P026,2,259800.0,app,2025-02-17
O01406,C0175,P048,2,179800.0,web,2025/05/16
O01407,C0109,P031,1,29900.0,app ,20250128
O01408,C0183,P019,1,49900.0,web,2025-03-21
O01409,C0192,P009,1,199900.0,app,2025/01/10
O01410,C0065,P029,2,59800.0,web,20250221
O01411,C0337,P054,2,59800.0,app,2025-05-23
O01412,C0451,P058,3,599700.0,app,2025/05/12
O01413,C0474,P051,2,259800.0,web,20250331
O01414,C0271,P039,1,19900.0,app,2025-03-03
O01415,C0100,P004,3,389700.0,web,2025/04/17
O01416,C0032,P003,1,199900.0,app,20250512
O01417,C0352,P056,1,19900.0,app,2025-02-10
O01418,C0128,P029,2,59800.0,web,2025/04/09
O01419,C0452,P052,1,49900.0,web,20250224
O01420,C0402,P011,1,49900.0,web,2025-01-28
O01421,C0369,P033,2,259800.0,app,2025/04/11
O01422,C0339,P038,2,,web,20250216
O01423,C0043,P058,1,199900.0,app,2025-05-17
O01424,C0372,P011,2,99800.0,APP,2025/05/10
O01425,C0419,P027,3,89700.0,web,20250427
O01426,C0488,P033,1,129900.0,APP,2025-04-18
O01427,C0078,P021,2,259800.0,app,2025/06/25
O01428,C0314,P039,1,19900.0,web,20250310
O01429,C0289,P031,2,59800.0,web,2025-01-28
O01430,C0270,P038,3,149700.0,app,2025/03/20
O01431,C0162,P046,2,399800.0,web,20250114
O01432,C0189,P002,1,89900.0,web,2025-02-15
O01433,C0247,P027,2,59800.0,web,2025/05/21
O01434,C0388,P036,1,29900.0,app,20250116
O01435,C0216,P011,2,99800.0,app,2025-06-17
O01436,C0315,P047,3,599700.0,app,2025/06/07
O01437,C0413,P018,1,89900.0,web,20250322
O01438,C0339,P059,2,179800.0,app,2025-02-27
O01439,C0390,P001,2,99800.0,APP,2025/02/17
O01440,C0377,P035,1,49900.0,web,20250218
O01441,C0481,P035,2,99800.0,web,2025-03-30
O01442,C0433,P031,1,29900.0,app,2025/05/10
O01443,C0168,P028,1,89900.0,app,20250114
O01444,C0339,P039,2,39800.0,app,2025-04-13
O01445,C0193,P001,2,99800.0,app ,2025/05/01
O01446,C0453,P025,3,29700.0,app,20250525
O01447,C0283,P043,1,129900.0,web,2025-05-03
O01448,C0336,P038,3,149700.0,app,2025/06/08
O01449,C0390,P020,3,29700.0,app,20250518
O01450,C0488,P003,3,599700.0,APP,2025-03-11
O01451,C0013,P051,1,129900.0,web,2025/04/13
O01452,C0240,P002,1,89900.0,app,20250412
O01453,C0320,P018,1,89900.0,app,2025-06-14
O01454,C0446,P044,1,9900.0,web,2025/03/05
O01455,C0483,P010,2,19800.0,web,20250607
O01456,C0147,P005,1,199900.0,app,2025-06-11
O01457,C0204,P009,1,199900.0,web,2025/01/18
O01458,C0080,P002,1,89900.0,app,20250304
O01459,C0379,P034,1,9900.0,app,2025-02-18
O01460,C0043,P060,1,89900.0,web,2025/02/25
O01461,C0458,P038,2,99800.0,APP,20250401
O01462,C0089,P031,2,59800.0,app,2025-02-27
O01463,C0148,P010,1,9900.0,app,2025/06/04
O01464,C0095,P050,3,29700.0,web,20250224
O01465,C0452,P012,3,89700.0,APP,2025-03-26
O01466,C0428,P036,1,29900.0,web,2025/01/19
O01467,C0151,P054,2,59800.0,web,20250531
O01468,C0002,P021,3,389700.0,web,2025-04-13
O01469,C0376,P049,2,259800.0,web,2025/04/22
O01470,C0022,P047,1,199900.0,app,20250418
O01471,C0371,P006,1,9900.0,APP,2025-02-16
O01472,C0313,P048,3,269700.0,app,2025/04/17
O01473,C0485,P049,1,129900.0,web,20250628
O01474,C0328,P003,2,399800.0,web,2025-03-25
O01475,C0007,P010,1,9900.0,app,2025/06/05
O01476,C0206,P005,2,399800.0,web,20250508
O01477,C0440,P046,2,399800.0,app,2025-02-27
O01478,C0375,P026,2,259800.0,app,2025/05/23
O01479,C0451,P021,1,129900.0,app,20250524
O01480,C0114,P045,2,399800.0,web,2025-04-07
O01481,C0272,P026,3,389700.0,app,2025/02/16
O01482,C0083,P038,1,49900.0,web,20250520
O01483,C0179,P044,3,29700.0,web,2025-04-13
O01484,C0210,P026,1,129900.0,app,2025/06/20
O01485,C0500,P008,1,49900.0,app ,20250325
O01486,C0464,P005,2,399800.0,app,2025-06-06
O01487,C0328,P015,2,259800.0,APP,2025/02/18
O01488,C0124,P059,3,269700.0,app,20250511
O01489,C0481,P016,2,259800.0,web,2025-04-22
O01490,C0113,P001,2,99800.0,app,2025/03/01
O01491,C0012,P016,2,259800.0,web,20250307
O01492,C0126,P037,1,49900.0,web,2025-03-28
O01493,C0053,P003,2,399800.0,app,2025/05/06
O01494,C0331,P052,2,99800.0,app,20250126
O01495,C0389,P047,1,199900.0,app,2025-03-12
O01496,C0283,P031,2,59800.0,web,2025/03/15
O01497,C0140,P013,2,399800.0,web,20250216
O01498,C0401,P056,2,39800.0,web,2025-03-17
O01499,C0390,P016,1,129900.0,web,2025/04/06
O01500,C0097,P055,3,389700.0,web,20250619
O01501,C0005,P043,1,129900.0,app,2025-01-31
O01502,C0057,P021,2,259800.0,app,2025/01/22
O01503,C0412,P002,2,179800.0,web,20250117
O01504,C0334,P054,2,59800.0,app,2025-05-28
O01505,C0069,P027,2,59800.0,web,2025/05/16
O01506,C0118,P038,1,49900.0,APP,20250408
O01507,C0376,P026,2,259800.0,web,2025-02-18
O01508,C0059,P058,2,399800.0,app,2025/03/28
O01509,C0033,P059,3,269700.0,app ,20250207
O01510,C0318,P038,1,49900.0,app,2025-02-22
O01511,C0050,P046,1,199900.0,web,2025/01/28
O01512,C0368,P025,2,19800.0,app,20250318
O01513,C0489,P011,1,49900.0,web,2025-06-06
O01514,C0019,P008,2,99800.0,web,2025/05/19
O01515,C0214,P008,2,99800.0,web,20250624
O01516,C0197,P033,1,129900.0,app ,2025-06-22
O01517,C0379,P053,1,29900.0,app ,2025/01/18
O01518,C0450,P007,1,29900.0,web,20250219
O01519,C0478,P038,1,49900.0,app,2025-03-30
O01520,C0047,P021,2,259800.0,APP,2025/06/26
O01521,C0167,P008,1,49900.0,app,20250530
O01522,C0452,P051,3,389700.0,web,2025-02-14
O01523,C0289,P054,1,29900.0,app,2025/05/07
O01524,C0141,P021,3,389700.0,app,20250403
O01525,C0084,P056,2,39800.0,app,2025-01-21
O01526,C0182,P020,1,9900.0,app,2025/03/17
O01527,C0391,P008,1,49900.0,web,20250613
O01528,C0079,P058,3,599700.0,web,2025-06-01
O01529,C0215,P046,2,399800.0,web,2025/06/09
O01530,C0014,P031,1,29900.0,web,20250401
O01531,C0215,P050,2,19800.0,app,2025-04-06
O01532,C0403,P057,2,179800.0,web,2025/04/06
O01533,C0128,P029,3,89700.0,app,20250316
O01534,C0310,P048,2,179800.0,web,2025-04-20
O01535,C0477,P009,1,199900.0,app,2025/03/23
O01536,C0248,P015,2,259800.0,APP,20250508
O01537,C0404,P030,1,9900.0,app,2025-04-13
O01538,C0029,P026,1,129900.0,APP,2025/05/13
O01539,C0280,P010,1,9900.0,app,20250524
O01540,C0338,P029,1,29900.0,web,2025-05-19
O01541,C0319,P054,2,59800.0,app ,2025/02/04
O01542,C0202,P016,2,259800.0,app,20250422
O01543,C0361,P036,2,59800.0,app,2025-06-19
O01544,C0057,P020,1,9900.0,app,2025/03/28
O01545,C0392,P045,2,399800.0,app,20250429
O01546,C0218,P054,1,29900.0,web,2025-04-08
O01547,C0062,P037,1,49900.0,app,2025/03/22
O01548,C0157,P022,2,19800.0,web,20250518
O01549,C0202,P007,2,59800.0,web,2025-03-23
O01550,C0017,P023,2,19800.0,app,2025/05/16
O01551,C0322,P041,1,89900.0,app,20250126
O01552,C0006,P040,2,19800.0,web,2025-01-03
O01553,C0058,P029,3,89700.0,app,2025/02/28
O01554,C0325,P016,2,259800.0,app,20250426
O01555,C0412,P038,2,99800.0,app,2025-05-11
O01556,C0318,P028,3,269700.0,app,2025/06/15
O01557,C0169,P048,1,89900.0,APP,20250510
O01558,C0453,P038,1,49900.0,web,2025-05-25
O01559,C0082,P031,1,29900.0,app,2025/02/05
O01560,C0474,P014,1,49900.0,web,20250327
O01561,C0468,P053,2,59800.0,web,2025-04-08
O01562,C0425,P033,2,259800.0,app,2025/05/04
O01563,C0433,P057,2,179800.0,app,20250314
O01564,C0219,P009,1,199900.0,web,2025-04-20
O01565,C0177,P057,2,179800.0,web,2025/05/02
O01566,C0204,P027,1,29900.0,app,20250510
O01567,C0071,P024,1,49900.0,app,2025-06-11
O01568,C0387,P013,1,199900.0,app,2025/01/27
O01569,C0266,P026,1,129900.0,web,20250614
O01570,C0098,P029,2,59800.0,app,2025-05-30
O01571,C0345,P051,1,129900.0,web,2025/03/09
O01572,C0291,P049,1,129900.0,web,20250114
O01573,C0208,P043,2,259800.0,app,2025-04-08
O01574,C0002,P028,2,179800.0,app,2025/01/23
O01575,C0124,P028,3,269700.0,web,20250621
O01576,C0280,P008,2,99800.0,web,2025-04-25
O01577,C0074,P023,2,19800.0,app,2025/04/22
O01578,C0166,P029,2,59800.0,web,20250406
O01579,C0022,P005,1,199900.0,web,2025-03-19
O01580,C0154,P042,2,259800.0,web,2025/03/02
O01581,C0427,P007,1,29900.0,web,20250326
O01582,C0439,P042,2,259800.0,web,2025-03-12
O01583,C0295,P036,2,59800.0,app,2025/03/26
O01584,C0219,P041,3,269700.0,app,20250219
O01585,C0157,P027,3,89700.0,app,2025-05-20
O01586,C0495,P058,1,199900.0,app,2025/01/15
O01587,C0230,P046,2,399800.0,app,20250525
O01588,C0020,P002,3,269700.0,app ,2025-02-03
O01589,C0475,P025,2,19800.0,app,2025/02/04
O01590,C0041,P009,3,599700.0,web,20250208
O01591,C0438,P053,2,59800.0,app,2025-05-13
O01592,C0148,P027,2,59800.0,web,2025/01/30
O01593,C0108,P001,2,99800.0,app,20250512
O01594,C0403,P023,2,19800.0,app,2025-05-23
O01595,C0084,P010,2,19800.0,app,2025/04/13
O01596,C0483,P042,1,129900.0,app,20250612
O01597,C0367,P052,3,149700.0,web,2025-03-15
O01598,C0322,P025,1,9900.0,web,2025/02/24
O01599,C0414,P054,2,59800.0,web,20250301
O01600,C0309,P003,3,599700.0,web,2025-01-24
O01601,C0290,P006,1,9900.0,web,2025/01/22
O01602,C0406,P058,2,399800.0,web,20250621
O01603,C0323,P006,1,9900.0,web,2025-02-01
O01604,C0134,P053,2,59800.0,APP,2025/04/05
O01605,C0207,P002,1,89900.0,web,20250324
O01606,C0283,P058,2,399800.0,web,2025-06-28
O01607,C0266,P058,1,199900.0,web,2025/01/03
O01608,C0073,P018,2,179800.0,app,20250311
O01609,C0481,P023,2,19800.0,web,2025-06-09
O01610,C0352,P002,1,89900.0,app,2025/05/10
O01611,C0048,P012,2,59800.0,web,20250329
O01612,C0326,P022,1,9900.0,app,2025-04-19
O01613,C0233,P037,2,99800.0,app,2025/02/28
O01614,C0443,P020,1,9900.0,web,20250318
O01615,C0100,P039,1,19900.0,web,2025-01-14
O01616,C0059,P024,2,99800.0,app,2025/02/20
O01617,C0258,P048,1,89900.0,app,20250519
O01618,C0413,P020,2,19800.0,app,2025-03-19
O01619,C0452,P001,2,99800.0,app,2025/03/21
O01620,C0065,P001,2,99800.0,app,20250110
O01621,C0083,P017,1,89900.0,app,2025-03-21
O01622,C0154,P059,1,89900.0,web,2025/05/04
O01623,C0473,P001,2,99800.0,web,20250203
O01624,C0266,P053,1,29900.0,app,2025-05-01
O01625,C0309,P052,3,149700.0,app,2025/03/21
O01626,C0079,P045,3,599700.0,APP,20250222
O01627,C0315,P030,2,19800.0,app ,2025-06-05
O01628,C0150,P041,1,89900.0,app,2025/01/18
O01629,C0435,P047,3,599700.0,app,20250603
O01630,C0048,P003,1,199900.0,app,2025-04-12
O01631,C0405,P046,1,199900.0,web,2025/05/15
O01632,C0379,P055,2,259800.0,app,20250622
O01633,C0248,P011,3,149700.0,web,2025-04-08
O01634,C0278,P024,1,49900.0,web,2025/02/14
O01635,C0356,P022,2,19800.0,app,20250204
O01636,C0098,P044,1,9900.0,app,2025-06-29
O01637,C0414,P045,2,399800.0,web,2025/04/24
O01638,C0025,P026,2,259800.0,web,20250121
O01639,C0493,P013,1,199900.0,app,2025-06-05
O01640,C0284,P001,2,99800.0,app,2025/04/06
O01641,C0449,P024,2,99800.0,app,20250213
O01642,C0369,P010,1,9900.0,web,2025-03-21
O01643,C0301,P035,1,49900.0,web,2025/02/25
O01644,C0068,P024,1,49900.0,web,20250518
O01645,C0007,P028,1,89900.0,app,2025-05-31
O01646,C0305,P036,1,29900.0,app,2025/06/25
O01647,C0137,P016,2,259800.0,web,20250629
O01648,C0164,P040,1,9900.0,web,2025-05-23
O01649,C0083,P016,1,129900.0,web,2025/02/24
O01650,C0385,P059,1,89900.0,app,20250212
O01651,C0138,P017,1,89900.0,web,2025-02-19
O01652,C0420,P051,1,129900.0,app,2025/01/06
O01653,C0073,P054,2,59800.0,app,20250610
O01654,C0237,P015,1,129900.0,app,2025-03-03
O01655,C0046,P016,1,129900.0,app,2025/02/24
O01656,C0106,P015,2,259800.0,web,20250616
O01657,C0416,P057,1,89900.0,app,2025-05-20
O01658,C0288,P034,3,29700.0,app,2025/04/26
O01659,C0262,P011,2,99800.0,web,20250131
O01660,C0176,P001,2,99800.0,app,2025-03-15
O01661,C0166,P015,1,129900.0,app ,2025/02/03
O01662,C0145,P026,2,259800.0,web,20250618
O01663,C0330,P051,1,129900.0,app,2025-01-10
O01664,C0370,P004,1,129900.0,app,2025/02/21
O01665,C0283,P043,2,259800.0,app,20250319
O01666,C0054,P005,1,199900.0,app,2025-01-03
O01667,C0178,P035,1,49900.0,web,2025/06/10
O01668,C0419,P013,1,199900.0,web,20250515
O01669,C0244,P010,3,29700.0,app,2025-01-04
O01670,C0341,P011,1,49900.0,app,2025/06/16
O01671,C0127,P018,1,89900.0,app ,20250217
O01672,C0409,P034,1,9900.0,web,2025-03-15
O01673,C0412,P039,2,39800.0,app,2025/03/20
O01674,C0367,P041,1,89900.0,web,20250524
O01675,C0271,P042,3,389700.0,web,2025-06-15
O01676,C0132,P050,1,9900.0,web,2025/01/04
O01677,C0093,P023,2,19800.0,web,20250104
O01678,C0379,P007,1,29900.0,web,2025-04-30
O01679,C0073,P059,3,269700.0,web,2025/04/29
O01680,C0411,P039,1,19900.0,web,20250604
O01681,C0410,P003,1,199900.0,APP,2025-01-17
O01682,C0403,P012,1,,app,2025/04/06
O01683,C0248,P007,1,29900.0,web,20250311
